id,YEAR,MONTH,TEMP,PRCP
148,1940,10,52.97,38.71
148,1940,11,46.18,40.0
148,1940,12,40.0,45.16
148,1941,1,32.26,48.38
148,1941,2,31.59,32.14
148,1941,3,37.32,35.48
148,1941,4,57.89,20.0
148,1941,5,65.26,35.48
148,1941,6,71.19,36.66
148,1941,7,76.37,48.38
148,1941,8,74.56,29.03
148,1941,9,71.41,3.33
148,1941,10,62.6,35.48
148,1941,11,48.46,20.0
148,1941,12,39.59,29.03
148,1942,1,32.93,32.25
148,1942,2,32.16,25.0
148,1942,3,44.78,48.38
148,1942,4,55.15,20.0
148,1942,5,66.95,38.71
148,1942,6,72.84,46.66
148,1942,7,77.24,41.93
148,1942,8,74.03,38.71
148,1942,9,69.2,33.33
148,1942,10,58.97,41.93
148,1942,11,47.42,46.66
148,1942,12,32.46,54.83
148,1943,1,32.94,54.83
148,1943,2,35.01,42.85
148,1943,3,41.51,48.38
148,1943,4,47.96,53.33
148,1943,5,64.48,58.06
148,1943,6,78.52,26.19
148,1943,7,76.43,38.71
148,1943,8,76.65,27.42
148,1943,9,65.94,36.66
148,1943,10,54.35,35.48
148,1943,11,44.49,23.33
148,1943,12,34.31,20.97
148,1944,1,34.52,33.87
148,1944,2,35.26,51.72
148,1944,3,40.29,54.83
148,1944,4,50.8,59.99
148,1944,5,68.84,35.48
148,1944,6,72.75,41.66
148,1944,7,77.36,29.03
148,1944,8,74.79,33.87
148,1944,9,68.6,45.0
148,1944,10,54.76,37.09
148,1944,11,45.59,45.0
148,1944,12,32.15,43.54
148,1945,1,29.23,49.19
148,1945,2,36.18,42.85
148,1945,3,53.95,34.1
148,1945,4,57.94,39.54
148,1945,5,62.56,39.83
148,1945,6,74.14,28.6
148,1945,7,76.35,47.53
148,1945,8,74.87,25.35
148,1945,9,72.24,33.99
148,1945,10,58.15,23.98
148,1945,11,49.64,43.76
148,1945,12,32.68,47.2
148,1946,1,36.37,33.47
148,1946,2,38.16,36.55
148,1946,3,52.05,35.03
148,1946,4,54.83,32.87
148,1946,5,65.1,51.64
148,1946,6,72.04,36.27
148,1946,7,76.41,29.85
148,1946,8,72.38,31.91
148,1946,9,70.12,24.46
148,1946,10,60.76,28.32
148,1946,11,51.48,27.78
148,1946,12,40.37,24.35
148,1947,1,40.73,43.69
148,1947,2,30.61,16.27
148,1947,3,39.0,36.2
148,1947,4,55.07,38.16
148,1947,5,63.93,46.6
148,1947,6,71.6,31.96
148,1947,7,75.78,35.9
148,1947,8,77.89,27.15
148,1947,9,69.94,36.27
148,1947,10,63.02,19.19
148,1947,11,45.41,31.46
148,1947,12,35.59,24.37
148,1948,1,28.36,44.46
148,1948,2,34.62,41.04
148,1948,3,46.24,41.62
148,1948,4,54.45,43.67
148,1948,5,63.6,48.73
148,1948,6,72.28,44.33
148,1948,7,76.97,41.62
148,1948,8,74.78,36.15
148,1948,9,68.79,22.67
148,1948,10,55.71,28.39
148,1948,11,51.94,54.02
148,1948,12,39.6,32.92
148,1949,1,41.02,47.64
148,1949,2,42.07,39.09
148,1949,3,45.16,32.26
148,1949,4,53.8,41.34
148,1949,5,64.54,42.83
148,1949,6,74.46,29.71
148,1949,7,80.06,34.04
148,1949,8,76.6,32.86
148,1949,9,66.28,34.85
148,1949,10,62.35,32.95
148,1949,11,47.5,29.4
148,1949,12,39.94,36.66
148,1950,1,45.27,45.75
148,1950,2,36.92,50.65
148,1950,3,40.26,52.21
148,1950,4,50.52,41.82
148,1950,5,62.29,55.14
148,1950,6,72.66,34.85
148,1950,7,75.24,41.36
148,1950,8,74.16,27.58
148,1950,9,65.76,36.39
148,1950,10,59.59,26.99
148,1950,11,46.85,24.86
148,1950,12,34.17,32.86
148,1951,1,37.44,31.97
148,1951,2,36.68,26.64
148,1951,3,43.99,39.89
148,1951,4,54.28,39.11
148,1951,5,63.82,33.74
148,1951,6,72.2,36.71
148,1951,7,77.6,27.87
148,1951,8,75.24,22.89
148,1951,9,69.23,18.81
148,1951,10,60.72,21.48
148,1951,11,42.83,29.12
148,1951,12,38.73,31.49
148,1952,1,38.93,36.98
148,1952,2,39.43,21.02
148,1952,3,42.37,34.92
148,1952,4,56.17,37.92
148,1952,5,62.99,42.54
148,1952,6,75.71,30.62
148,1952,7,79.82,23.19
148,1952,8,75.42,39.61
148,1952,9,68.42,19.72
148,1952,10,54.46,15.84
148,1952,11,47.57,30.64
148,1952,12,38.27,30.52
148,1953,1,39.74,40.49
148,1953,2,41.08,24.69
148,1953,3,45.72,37.86
148,1953,4,54.59,44.39
148,1953,5,67.71,46.36
148,1953,6,73.56,23.04
148,1953,7,79.15,18.79
148,1953,8,76.24,19.04
148,1953,9,69.64,15.84
148,1953,10,60.06,18.41
148,1953,11,47.33,20.01
148,1953,12,40.63,28.5
148,1954,1,34.75,37.81
148,1954,2,42.31,26.22
148,1954,3,44.06,30.58
148,1954,4,58.23,34.06
148,1954,5,61.96,36.32
148,1954,6,74.04,23.31
148,1954,7,78.26,19.3
148,1954,8,74.74,36.33
148,1954,9,71.69,21.17
148,1954,10,62.34,27.39
148,1954,11,45.54,30.88
148,1954,12,36.96,29.09
148,1955,1,34.26,20.43
148,1955,2,36.55,30.44
148,1955,3,47.18,30.24
148,1955,4,57.57,38.65
148,1955,5,66.8,26.39
148,1955,6,70.19,30.49
148,1955,7,81.66,24.46
148,1955,8,78.34,36.83
148,1955,9,69.62,25.19
148,1955,10,60.24,22.08
148,1955,11,45.47,20.31
148,1955,12,33.11,16.12
148,1956,1,33.9,28.69
148,1956,2,40.31,41.66
148,1956,3,42.37,38.57
148,1956,4,52.85,31.34
148,1956,5,62.78,34.93
148,1956,6,73.78,30.09
148,1956,7,76.16,38.0
148,1956,8,75.54,21.47
148,1956,9,66.88,31.72
148,1956,10,59.6,29.49
148,1956,11,47.41,29.36
148,1956,12,44.81,40.75
148,1957,1,31.94,34.2
148,1957,2,39.87,46.39
148,1957,3,44.36,35.07
148,1957,4,57.1,37.42
148,1957,5,65.93,20.67
148,1957,6,75.29,37.33
148,1957,7,77.8,19.93
148,1957,8,74.19,21.14
148,1957,9,70.55,37.58
148,1957,10,54.82,22.16
148,1957,11,49.09,34.51
148,1957,12,40.83,34.44
148,1958,1,33.55,28.78
148,1958,2,30.82,26.54
148,1958,3,40.66,40.39
148,1958,4,55.78,31.94
148,1958,5,63.84,34.76
148,1958,6,70.46,32.93
148,1958,7,78.47,37.56
148,1958,8,75.06,30.32
148,1958,9,68.61,13.81
148,1958,10,58.23,18.35
148,1958,11,49.99,26.54
148,1958,12,31.95,20.01
148,1959,1,33.67,21.55
148,1959,2,37.19,26.08
148,1959,3,44.53,22.14
148,1959,4,57.79,27.26
148,1959,5,68.56,23.21
148,1959,6,75.15,17.35
148,1959,7,77.71,29.92
148,1959,8,78.84,20.32
148,1959,9,72.35,10.4
148,1959,10,61.24,26.0
148,1959,11,46.54,26.97
148,1959,12,40.28,31.28
148,1960,1,36.88,32.37
148,1960,2,37.26,24.14
148,1960,3,34.74,25.44
148,1960,4,60.02,17.34
148,1960,5,63.22,36.87
148,1960,6,73.53,18.12
148,1960,7,75.64,22.74
148,1960,8,77.16,23.27
148,1960,9,69.74,25.24
148,1960,10,58.12,23.81
148,1960,11,48.81,19.17
148,1960,12,30.91,18.68
148,1961,1,29.68,25.67
148,1961,2,37.83,41.77
148,1961,3,46.01,39.51
148,1961,4,51.54,36.18
148,1961,5,61.58,33.97
148,1961,6,72.36,33.25
148,1961,7,77.46,32.73
148,1961,8,75.72,31.76
148,1961,9,74.04,17.3
148,1961,10,59.38,17.54
148,1961,11,49.53,19.32
148,1961,12,36.03,26.11
148,1962,1,33.58,29.53
148,1962,2,33.04,43.38
148,1962,3,42.72,27.31
148,1962,4,54.67,26.6
148,1962,5,66.49,25.52
148,1962,6,72.56,21.38
148,1962,7,73.51,25.27
148,1962,8,74.55,15.94
148,1962,9,65.22,24.63
148,1962,10,58.46,20.71
148,1962,11,44.05,24.81
148,1962,12,31.36,22.08
148,1963,1,30.11,27.65
148,1963,2,29.45,27.95
148,1963,3,46.0,33.04
148,1963,4,56.25,17.52
148,1963,5,63.12,21.65
148,1963,6,72.0,28.21
148,1963,7,76.51,12.63
148,1963,8,73.52,18.62
148,1963,9,64.75,18.88
148,1963,10,59.69,4.21
148,1963,11,49.7,22.74
148,1963,12,30.97,18.73
148,1964,1,35.49,20.06
148,1964,2,34.86,31.09
148,1964,3,45.37,25.84
148,1964,4,52.3,37.38
148,1964,5,65.97,13.55
148,1964,6,72.7,24.05
148,1964,7,76.21,22.61
148,1964,8,72.64,22.6
148,1964,9,67.76,14.04
148,1964,10,53.55,15.51
148,1964,11,49.75,14.03
148,1964,12,40.14,24.56
148,1965,1,32.9,34.85
148,1965,2,35.49,35.35
148,1965,3,40.43,35.41
148,1965,4,51.18,39.54
148,1965,5,67.7,26.14
148,1965,6,70.64,27.41
148,1965,7,75.42,25.18
148,1965,8,74.47,27.77
148,1965,9,70.06,24.68
148,1965,10,54.86,21.29
148,1965,11,47.63,24.67
148,1965,12,40.05,20.0
148,1966,1,31.99,30.23
148,1966,2,34.55,30.1
148,1966,3,44.84,27.89
148,1966,4,50.43,39.03
148,1966,5,62.73,34.5
148,1966,6,73.24,25.37
148,1966,7,78.85,17.37
148,1966,8,76.33,22.45
148,1966,9,66.5,37.79
148,1966,10,55.66,16.7
148,1966,11,48.51,27.34
148,1966,12,36.9,27.61
148,1967,1,39.34,15.87
148,1967,2,33.23,35.89
148,1967,3,42.6,36.75
148,1967,4,55.49,30.01
148,1967,5,58.26,42.49
148,1967,6,72.65,14.8
148,1967,7,75.76,34.75
148,1967,8,73.64,33.79
148,1967,9,66.26,15.87
148,1967,10,56.55,19.26
148,1967,11,43.39,27.47
148,1967,12,39.19,31.97
148,1968,1,30.33,36.48
148,1968,2,32.67,17.25
148,1968,3,46.9,24.76
148,1968,4,56.02,28.11
148,1968,5,61.77,44.86
148,1968,6,73.0,31.91
148,1968,7,78.31,23.04
148,1968,8,77.8,30.67
148,1968,9,68.52,16.59
148,1968,10,59.42,17.97
148,1968,11,49.16,30.7
148,1968,12,35.96,33.85
148,1969,1,33.11,36.59
148,1969,2,35.39,34.3
148,1969,3,41.12,27.76
148,1969,4,57.3,39.75
148,1969,5,65.84,17.43
148,1969,6,75.17,22.68
148,1969,7,77.42,38.7
148,1969,8,75.96,24.76
148,1969,9,69.35,22.17
148,1969,10,57.46,18.46
148,1969,11,46.35,33.34
148,1969,12,35.86,37.86
148,1970,1,28.74,35.19
148,1970,2,36.52,31.74
148,1970,3,40.89,41.34
148,1970,4,53.73,37.6
148,1970,5,66.37,22.71
148,1970,6,72.96,31.35
148,1970,7,77.31,31.69
148,1970,8,77.7,20.45
148,1970,9,73.68,14.87
148,1970,10,61.48,24.73
148,1970,11,49.55,31.81
148,1970,12,39.49,30.01
148,1971,1,31.83,36.54
148,1971,2,38.15,32.89
148,1971,3,42.31,27.95
148,1971,4,54.02,22.69
148,1971,5,62.44,38.71
148,1971,6,74.13,23.73
148,1971,7,76.83,24.03
148,1971,8,75.09,28.43
148,1971,9,71.63,21.64
148,1971,10,63.93,30.67
148,1971,11,47.93,25.02
148,1971,12,45.45,21.62
148,1972,1,39.19,37.0
148,1972,2,35.91,40.03
148,1972,3,44.29,26.68
148,1972,4,52.99,34.29
148,1972,5,63.74,38.29
148,1972,6,69.17,40.07
148,1972,7,76.88,25.02
148,1972,8,75.4,15.9
148,1972,9,70.12,28.48
148,1972,10,55.37,22.03
148,1972,11,46.24,39.07
148,1972,12,43.0,45.0
148,1973,1,37.1,7.51
148,1973,2,35.43,12.7
148,1973,3,48.7,13.14
148,1973,4,55.15,10.82
148,1973,5,61.74,11.69
148,1973,6,74.71,9.21
148,1973,7,77.02,5.18
148,1973,8,77.41,3.72
148,1973,9,71.75,6.36
148,1973,10,60.64,1.1
148,1973,11,50.34,2.76
148,1973,12,40.41,9.87
148,1974,1,39.61,4.75
148,1974,2,36.9,9.16
148,1974,3,46.58,5.34
148,1974,4,57.29,6.44
148,1974,5,63.66,9.06
148,1974,6,69.38,7.04
148,1974,7,76.88,7.35
148,1974,8,75.09,10.93
148,1974,9,68.44,3.27
148,1974,10,55.37,5.25
148,1974,11,49.34,9.98
148,1974,12,41.54,10.41
148,1975,1,39.54,8.18
148,1975,2,39.92,14.24
148,1975,3,44.01,4.49
148,1975,4,51.07,4.85
148,1975,5,66.92,12.53
148,1975,6,74.37,8.23
148,1975,7,76.95,8.66
148,1975,8,78.1,1.8
148,1975,9,67.82,10.27
148,1975,10,61.87,9.23
148,1975,11,52.74,3.86
148,1975,12,39.44,10.88
148,1976,1,31.94,11.91
148,1976,2,43.98,5.34
148,1976,3,48.07,13.03
148,1976,4,56.78,5.12
148,1976,5,62.21,8.73
148,1976,6,73.77,3.14
148,1976,7,75.26,5.63
148,1976,8,74.14,6.24
148,1976,9,68.05,10.0
148,1976,10,53.91,12.84
148,1976,11,41.35,5.82
148,1976,12,34.02,11.58
148,1977,1,25.07,11.39
148,1977,2,36.7,7.53
148,1977,3,49.84,11.39
148,1977,4,58.09,7.88
148,1977,5,66.42,8.85
148,1977,6,72.22,10.27
148,1977,7,79.35,11.01
148,1977,8,77.83,19.33
148,1977,9,72.83,15.48
148,1977,10,57.69,11.91
148,1977,11,51.28,20.37
148,1977,12,37.83,17.07
148,1978,1,30.98,14.52
148,1978,2,28.74,13.28
148,1978,3,42.32,16.65
148,1978,4,55.54,12.09
148,1978,5,62.96,16.05
148,1978,6,73.31,12.54
148,1978,7,75.77,14.09
148,1978,8,78.75,10.48
148,1978,9,70.87,6.47
148,1978,10,58.44,8.01
148,1978,11,51.22,13.62
148,1978,12,41.47,15.47
148,1979,1,34.32,18.85
148,1979,2,27.83,19.76
148,1979,3,47.91,5.59
148,1979,4,54.09,9.16
148,1979,5,64.97,6.23
148,1979,6,69.91,5.83
148,1979,7,75.32,3.65
148,1979,8,75.53,2.78
148,1979,9,69.68,3.23
148,1979,10,57.39,4.25
148,1979,11,52.99,6.51
148,1979,12,41.03,3.92
148,1980,1,36.08,7.99
148,1980,2,33.38,3.81
148,1980,3,43.11,6.42
148,1980,4,56.32,3.09
148,1980,5,66.73,3.61
148,1980,6,72.21,1.29
148,1980,7,79.56,3.57
148,1980,8,79.24,0.05
148,1980,9,73.54,2.38
148,1980,10,57.36,3.93
148,1980,11,46.11,7.86
148,1980,12,37.43,4.81
148,1981,1,29.72,3.26
148,1981,2,39.39,12.05
148,1981,3,43.03,8.14
148,1981,4,57.56,11.71
148,1981,5,62.92,9.87
148,1981,6,75.08,10.77
148,1981,7,77.93,8.72
148,1981,8,74.51,8.16
148,1981,9,68.56,8.8
148,1981,10,56.04,11.74
148,1981,11,48.28,6.55
148,1981,12,36.49,17.98
148,1982,1,27.67,13.05
148,1982,2,36.34,14.48
148,1982,3,43.64,12.23
148,1982,4,53.48,2.24
148,1982,5,67.33,3.68
148,1982,6,71.19,2.24
148,1982,7,78.19,0.52
148,1982,8,74.11,2.72
148,1982,9,69.01,4.18
148,1982,10,58.43,4.9
148,1982,11,51.16,6.09
148,1982,12,44.46,11.93
148,1983,1,36.57,9.14
148,1983,2,37.04,9.26
148,1983,3,46.29,11.72
148,1983,4,52.79,10.74
148,1983,5,62.61,8.45
148,1983,6,73.39,4.84
148,1983,7,79.77,1.59
148,1983,8,78.34,2.79
148,1983,9,71.11,3.22
148,1983,10,59.46,8.95
148,1983,11,49.47,9.64
148,1983,12,36.28,8.82
148,1984,1,30.95,3.61
148,1984,2,41.91,2.24
148,1984,3,39.54,8.8
148,1984,4,53.16,5.45
148,1984,5,63.16,10.29
148,1984,6,75.06,3.31
148,1984,7,75.81,7.3
148,1984,8,76.7,3.45
148,1984,9,67.24,3.67
148,1984,10,63.44,3.69
148,1984,11,45.88,2.64
148,1984,12,44.98,5.87
148,1985,1,30.53,8.91
148,1985,2,37.52,6.85
148,1985,3,47.43,9.36
148,1985,4,58.97,3.87
148,1985,5,66.14,8.41
148,1985,6,71.67,6.14
148,1985,7,77.14,4.45
148,1985,8,75.79,4.95
148,1985,9,70.88,3.52
148,1985,10,60.65,6.62
148,1985,11,53.3,4.19
148,1985,12,35.49,0.82
148,1986,1,33.57,1.6
148,1986,2,33.79,6.27
148,1986,3,46.45,1.46
148,1986,4,54.81,5.22
148,1986,5,66.82,1.06
148,1986,6,74.54,1.08
148,1986,7,79.11,0.8
148,1986,8,74.01,4.24
148,1986,9,69.54,1.74
148,1986,10,60.34,0.4
148,1986,11,46.06,3.55
148,1986,12,39.62,3.28
148,1987,1,33.98,5.59
148,1987,2,35.29,1.24
148,1987,3,46.06,2.55
148,1987,4,53.79,2.01
148,1987,5,64.83,4.04
148,1987,6,75.13,1.15
148,1987,7,80.4,0.07
148,1987,8,76.45,0.02
148,1987,9,69.86,2.69
148,1987,10,52.93,1.47
148,1987,11,49.43,4.19
148,1987,12,40.14,4.98
148,1988,1,28.96,3.32
148,1988,2,37.19,3.45
148,1988,3,45.98,2.11
148,1988,4,52.3,3.67
148,1988,5,63.95,5.09
148,1988,6,73.56,1.46
148,1988,7,79.47,2.24
148,1988,8,78.46,2.19
148,1988,9,67.3,1.52
148,1988,10,52.73,1.49
148,1988,11,48.45,4.09
148,1988,12,37.62,1.43
148,1989,1,39.08,2.58
148,1989,2,37.07,4.78
148,1989,3,44.14,5.34
148,1989,4,53.68,2.66
148,1989,5,62.8,2.31
148,1989,6,74.83,10.43
148,1989,7,77.23,13.3
148,1989,8,75.4,10.85
148,1989,9,69.96,10.74
148,1989,10,59.72,13.4
148,1989,11,47.92,15.3
148,1989,12,27.24,13.72
148,1990,1,42.25,15.17
148,1990,2,44.15,14.82
148,1990,3,48.14,14.28
148,1990,4,54.95,14.31
148,1990,5,62.83,17.87
148,1990,6,73.21,9.15
148,1990,7,77.96,10.18
148,1990,8,75.02,14.06
148,1990,9,67.41,9.61
148,1990,10,61.47,11.19
148,1990,11,50.13,5.14
148,1990,12,42.93,15.27
148,1991,1,36.2,12.3
148,1991,2,40.76,11.56
148,1991,3,46.87,19.85
148,1991,4,56.34,13.11
148,1991,5,70.33,7.58
148,1991,6,74.53,5.94
148,1991,7,78.46,9.99
148,1991,8,77.36,8.6
148,1991,9,68.82,11.11
148,1991,10,58.6,6.75
148,1991,11,47.55,4.97
148,1991,12,40.56,13.32
148,1992,1,36.9,10.07
148,1992,2,38.6,14.28
148,1992,3,42.35,16.05
148,1992,4,53.2,14.52
148,1992,5,60.59,12.9
148,1992,6,70.08,8.4
148,1992,7,77.01,15.19
148,1992,8,72.62,13.2
148,1992,9,67.76,11.8
148,1992,10,54.73,5.69
148,1992,11,47.48,19.6
148,1992,12,38.94,15.24
148,1993,1,38.57,14.52
148,1993,2,32.98,10.0
148,1993,3,40.57,16.03
148,1993,4,53.64,14.83
148,1993,5,66.2,10.26
148,1993,6,73.53,11.27
148,1993,7,80.56,7.15
148,1993,8,76.89,10.8
148,1993,9,69.14,13.73
148,1993,10,56.13,12.08
148,1993,11,47.86,11.09
148,1993,12,36.71,14.55
148,1994,1,27.53,16.23
148,1994,2,33.95,10.61
148,1994,3,43.36,18.4
148,1994,4,59.73,11.24
148,1994,5,61.66,13.9
148,1994,6,76.7,9.55
148,1994,7,79.47,15.99
148,1994,8,73.57,12.93
148,1994,9,68.44,8.0
148,1994,10,56.63,6.79
148,1994,11,51.79,12.68
148,1994,12,42.21,6.58
148,1995,1,37.98,3.12
148,1995,2,33.9,1.97
148,1995,3,48.32,1.76
148,1995,4,55.49,0.94
148,1995,5,64.72,2.56
148,1995,6,73.32,1.35
148,1995,7,80.64,0.51
148,1995,8,77.86,0.02
148,1995,9,69.6,2.76
148,1995,10,61.41,1.86
148,1995,11,43.43,2.9
148,1995,12,33.92,2.78
148,1996,1,32.5,3.78
148,1996,2,35.96,3.36
148,1996,3,40.72,2.25
148,1996,4,54.92,1.88
148,1996,5,62.05,2.31
148,1996,6,74.05,1.45
148,1996,7,75.18,21.17
148,1996,8,73.91,10.79
148,1996,9,68.53,16.62
148,1996,10,56.78,11.92
148,1996,11,42.19,14.95
148,1996,12,41.16,13.69
148,1997,1,34.04,1.91
148,1997,2,41.29,1.12
148,1997,3,45.54,2.4
148,1997,4,52.14,0.53
148,1997,5,60.99,1.42
148,1997,6,71.41,1.02
148,1997,7,77.31,0.55
148,1997,8,74.0,0.99
148,1997,9,67.85,0.97
148,1997,10,57.35,0.52
148,1997,11,44.87,1.6
148,1997,12,39.05,1.46
148,1998,1,41.74,2.42
148,1998,2,41.96,5.09
148,1998,3,46.48,2.79
148,1998,4,56.26,1.46
148,1998,5,66.28,1.97
148,1998,6,71.81,1.49
148,1998,7,77.18,0.5
148,1998,8,76.54,0.93
148,1998,9,72.33,0.48
148,1998,10,58.32,0.48
148,1998,11,47.71,0.03
148,1998,12,42.6,1.53
148,1999,1,36.93,6.85
148,1999,2,38.2,8.26
148,1999,3,42.43,7.97
148,1999,4,54.15,7.55
148,1999,5,64.31,6.26
148,1999,6,72.04,8.8
148,1999,7,80.08,8.82
148,1999,8,76.02,6.29
148,1999,9,68.51,6.47
148,1999,10,55.6,5.62
148,1999,11,50.36,4.4
148,1999,12,40.22,5.21
148,2000,1,33.62,8.27
148,2000,2,39.28,7.64
148,2000,3,49.37,8.1
148,2000,4,53.24,8.64
148,2000,5,65.89,7.52
148,2000,6,72.94,8.67
148,2000,7,73.27,9.05
148,2000,8,73.83,9.14
148,2000,9,66.35,6.24
148,2000,10,58.09,3.0
148,2000,11,45.12,7.03
148,2000,12,31.06,4.04
148,2001,1,33.69,9.15
148,2001,2,38.95,11.12
148,2001,3,41.54,11.31
148,2001,4,54.93,7.99
148,2001,5,63.14,6.36
148,2001,6,73.48,6.9
148,2001,7,73.45,6.91
148,2001,8,76.73,5.73
148,2001,9,66.65,3.84
148,2001,10,57.63,3.65
148,2001,11,51.85,4.04
148,2001,12,44.14,5.91
148,2002,1,40.15,5.2
148,2002,2,40.69,3.51
148,2002,3,46.06,6.7
148,2002,4,57.24,7.44
148,2002,5,62.73,6.13
148,2002,6,73.66,6.28
148,2002,7,78.79,4.46
148,2002,8,78.12,6.81
148,2002,9,70.78,2.65
148,2002,10,57.92,6.09
148,2002,11,46.15,8.04
148,2002,12,35.99,6.05
148,2003,1,29.92,5.69
148,2003,2,32.34,7.74
148,2003,3,44.53,9.36
148,2003,4,52.62,7.32
148,2003,5,59.66,8.11
148,2003,6,69.79,6.33
148,2003,7,76.32,6.88
148,2003,8,76.51,5.61
148,2003,9,69.47,7.23
148,2003,10,56.24,5.59
148,2003,11,51.86,8.05
148,2003,12,37.9,5.04
148,2004,1,29.38,6.18
148,2004,2,36.29,3.74
148,2004,3,46.4,8.91
148,2004,4,55.27,9.69
148,2004,5,70.16,8.3
148,2004,6,72.13,5.65
148,2004,7,76.75,8.75
148,2004,8,74.79,6.33
148,2004,9,70.04,7.78
148,2004,10,56.23,4.04
148,2004,11,49.16,5.25
148,2004,12,38.9,4.52
148,2005,1,35.17,5.96
148,2005,2,36.91,5.02
148,2005,3,40.75,6.37
148,2005,4,55.58,3.67
148,2005,5,59.7,4.46
148,2005,6,73.75,4.32
148,2005,7,78.85,9.82
148,2005,8,77.99,8.49
148,2005,9,72.31,3.31
148,2005,10,58.83,9.8
148,2005,11,49.76,9.25
148,2005,12,34.94,6.78
148,2006,1,41.84,10.83
148,2006,2,37.25,10.25
148,2006,3,45.4,5.63
148,2006,4,56.84,11.67
148,2006,5,63.25,9.15
148,2006,6,71.81,14.54
148,2006,7,78.02,9.65
148,2006,8,77.94,4.76
148,2006,9,65.56,9.13
148,2006,10,55.61,9.44
148,2006,11,49.31,7.62
148,2006,12,42.9,5.84
148,2007,1,39.41,11.08
148,2007,2,29.2,9.06
148,2007,3,45.23,8.99
148,2007,4,51.41,9.47
148,2007,5,65.02,4.27
148,2007,6,72.36,6.62
148,2007,7,76.05,4.17
148,2007,8,76.1,6.69
148,2007,9,69.9,2.48
148,2007,10,63.3,4.75
148,2007,11,45.66,5.88
148,2007,12,38.32,7.3
148,2008,1,36.4,4.88
148,2008,2,37.27,5.49
148,2008,3,45.28,5.12
148,2008,4,55.62,5.01
148,2008,5,61.37,6.48
148,2008,6,74.55,5.48
148,2008,7,76.73,5.13
148,2008,8,73.3,2.5
148,2008,9,69.61,3.58
148,2008,10,56.62,2.64
148,2008,11,46.09,5.09
148,2008,12,39.79,5.27
148,2009,1,30.22,5.09
148,2009,2,38.03,5.97
148,2009,3,43.4,4.89
148,2009,4,55.08,6.72
148,2009,5,63.98,8.65
148,2009,6,71.66,7.18
148,2009,7,74.19,6.31
148,2009,8,76.28,6.55
148,2009,9,66.83,6.34
148,2009,10,56.01,6.8
148,2009,11,49.88,6.12
148,2009,12,36.25,5.62
148,2010,1,32.75,4.01
148,2010,2,32.37,6.93
148,2010,3,47.72,6.46
148,2010,4,57.88,5.07
148,2010,5,66.05,6.15
148,2010,6,76.6,3.96
148,2010,7,79.54,3.98
148,2010,8,76.63,3.88
148,2010,9,71.01,3.76
148,2010,10,58.54,4.17
148,2010,11,47.31,3.31
148,2010,12,31.76,4.16
148,2011,1,30.12,7.02
148,2011,2,38.08,6.24
148,2011,3,43.87,8.62
148,2011,4,57.04,11.53
148,2011,5,66.37,8.56
148,2011,6,74.44,9.45
148,2011,7,79.59,5.89
148,2011,8,74.67,8.58
148,2011,9,68.02,11.59
148,2011,10,55.6,8.59
148,2011,11,49.94,6.97
148,2011,12,42.55,5.81
148,2012,1,37.99,7.41
148,2012,2,41.2,8.68
148,2012,3,53.04,6.44
148,2012,4,54.55,6.84
148,2012,5,67.92,11.41
148,2012,6,72.77,5.7
148,2012,7,79.69,7.54
148,2012,8,75.55,8.51
148,2012,9,67.61,7.46
148,2012,10,57.59,8.72
148,2012,11,42.93,3.89
148,2012,12,42.34,9.18
148,2013,1,37.45,4.09
148,2013,2,35.59,7.73
148,2013,3,40.3,4.89
148,2013,4,54.9,6.82
148,2013,5,63.52,7.24
148,2013,6,73.06,9.49
148,2013,7,77.9,7.74
148,2013,8,73.28,7.27
148,2013,9,67.16,3.61
148,2013,10,59.17,6.92
148,2013,11,44.8,5.28
148,2013,12,39.66,7.21
148,2014,1,29.51,8.23
148,2014,2,33.49,8.73
148,2014,3,38.92,7.01
148,2014,4,53.01,7.95
148,2014,5,64.59,8.62
148,2014,6,73.14,6.2
148,2014,7,75.32,7.33
148,2014,8,73.15,5.41
148,2014,9,69.26,5.11
148,2014,10,59.66,7.5
148,2014,11,44.34,6.27
148,2014,12,40.53,8.98
148,2015,1,31.52,12.74
148,2015,2,26.27,10.81
148,2015,3,39.76,11.61
148,2015,4,54.44,10.35
148,2015,5,67.84,6.0
148,2015,6,73.27,15.34
148,2015,7,76.25,11.09
148,2015,8,74.52,7.29
148,2015,9,71.31,8.14
148,2015,10,56.04,8.48
148,2015,11,51.3,9.03
148,2015,12,48.85,13.07
148,2016,1,32.89,9.13
148,2016,2,37.32,12.94
148,2016,3,49.65,7.76
148,2016,4,53.66,9.96
148,2016,5,60.95,15.28
148,2016,6,72.49,11.56
148,2016,7,78.49,10.26
148,2016,8,78.09,6.39
148,2016,9,72.3,6.38
148,2016,10,59.94,5.38
148,2016,11,48.36,5.54
148,2016,12,38.38,7.86
148,2017,1,39.08,8.26
148,2017,2,43.83,3.76
148,2017,3,43.58,7.38
148,2017,4,60.09,7.36
148,2017,5,62.78,9.3
148,2017,6,74.03,3.63
148,2017,7,77.91,6.54
148,2017,8,73.73,7.6
148,2017,9,69.22,3.87
148,2017,10,62.3,4.42
148,2017,11,47.36,5.97
148,2017,12,36.66,6.15
148,2018,1,32.33,5.32
148,2018,2,42.23,8.94
148,2018,3,39.96,7.19
148,2018,4,51.19,6.96
