Commodity,Pid,Year,Production,Consumption,Country
Crude oil,21,1983,0,0.856527304,Belgium
Crude oil,21,1984,0,0.827346416,Belgium
Crude oil,21,1985,0,0.83890785,Belgium
Crude oil,21,1986,0,0.949872014,Belgium
Crude oil,21,1987,0,0.956911263,Belgium
Crude oil,21,1988,0,0.986561433,Belgium
Crude oil,21,1989,0,0.968387372,Belgium
Crude oil,21,1990,0,1.03141321,Belgium
Crude oil,21,1991,0,1.10779409,Belgium
Crude oil,21,1992,0,1.12617692,Belgium
Crude oil,21,1993,0,1.107673837,Belgium
Crude oil,21,1994,0,1.20385189,Belgium
Crude oil,21,1995,0,1.188875872,Belgium
Crude oil,21,1996,0,1.292596361,Belgium
Crude oil,21,1997,0,1.322167851,Belgium
Crude oil,21,1998,0,1.341074573,Belgium
Crude oil,21,1999,0,1.294522258,Belgium
Crude oil,21,2000,0,1.329824506,Belgium
Crude oil,21,2001,0,1.34883657,Belgium
Crude oil,21,2002,0,1.358823385,Belgium
Crude oil,21,2003,0,1.435061189,Belgium
Crude oil,21,2004,0,1.448334464,Belgium
Crude oil,21,2005,0,1.439301509,Belgium
Crude oil,21,2006,0,1.438604585,Belgium
Crude oil,21,2007,0,1.452654352,Belgium
Crude oil,21,2008,0,1.522399945,Belgium
Crude oil,21,2009,0,1.36675316,Belgium
Crude oil,21,2010,0,1.413900783,Belgium
Crude oil,21,2011,0,1.318430629,Belgium
Crude oil,21,2012,0,1.273595708,Belgium
Crude oil,21,2013,0,1.305420422,Belgium
Crude oil,21,2014,0,1.285411938,Belgium
Crude oil,21,2015,0,1.324175896,Belgium
Crude oil,21,2016,0,1.347603005,Belgium
Crude oil,21,2017,0,1.37431613,Belgium
Crude oil,21,2018,0,1.401446163,Belgium
Crude oil,21,2019,0,1.364560683,Belgium
Crude oil,26,1970,0,0,Bolivia
Crude oil,26,1971,0,0,Bolivia
Crude oil,26,1972,0,0,Bolivia
Crude oil,26,1973,0,0,Bolivia
Crude oil,26,1974,0,0,Bolivia
Crude oil,26,1975,0,0,Bolivia
Crude oil,26,1976,0,0,Bolivia
Crude oil,26,1977,0,0,Bolivia
Crude oil,26,1978,0,0,Bolivia
Crude oil,26,1979,0,0,Bolivia
Crude oil,26,1980,0,0,Bolivia
Crude oil,26,1981,0,0,Bolivia
Crude oil,26,1982,0,0,Bolivia
Crude oil,26,1983,0,0,Bolivia
