Commodity,Country,Year,Production,Consumption,Pid,ISO3166_alpha3,ISO3166_numeric
Coal,Algeria,1965,,0.00293076,4,DZA,12
Coal,Algeria,1966,,0.002847024,4,DZA,12
Coal,Algeria,1967,,0.002177136,4,DZA,12
Coal,Algeria,1968,,0.00230274,4,DZA,12
Coal,Algeria,1969,,0.00293076,4,DZA,12
Coal,Algeria,1970,,0.003475044,4,DZA,12
Coal,Algeria,1971,,0.000962964,4,DZA,12
Coal,Algeria,1972,,0.00083736,4,DZA,12
Coal,Algeria,1973,,0.000962964,4,DZA,12
Coal,Algeria,1974,,0.000795492,4,DZA,12
Coal,Algeria,1975,,0.001004832,4,DZA,12
Coal,Algeria,1976,,0.001967796,4,DZA,12
Coal,Algeria,1977,,0.002553948,4,DZA,12
Coal,Algeria,1978,,0.001297908,4,DZA,12
Coal,Algeria,1979,,0.003014496,4,DZA,12
Coal,Algeria,1980,,0.002679552,4,DZA,12
Coal,Algeria,1981,,0.00188406,4,DZA,12
Coal,Algeria,1982,,0.03495978,4,DZA,12
Coal,Algeria,1983,,0.03119166,4,DZA,12
Coal,Algeria,1984,,0.034582968,4,DZA,12
Coal,Algeria,1985,,0.036090216,4,DZA,12
Coal,Algeria,1986,,0.03705318,4,DZA,12
Coal,Algeria,1987,,0.044296344,4,DZA,12
Coal,Algeria,1988,,0.04165866,4,DZA,12
Coal,Algeria,1989,,0.035210988,4,DZA,12
Coal,Algeria,1990,,0.027591012,4,DZA,12
Coal,Algeria,1991,,0.02847024,4,DZA,12
Coal,Algeria,1992,,0.033829344,4,DZA,12
Coal,Algeria,1993,,0.027549144,4,DZA,12
Coal,Algeria,1994,,0.02595816,4,DZA,12
Coal,Algeria,1995,,0.02595816,4,DZA,12
Coal,Algeria,1996,,0.012225456,4,DZA,12
Coal,Algeria,1997,,0.021436416,4,DZA,12
Coal,Algeria,1998,,0.022943664,4,DZA,12
Coal,Algeria,1999,,0.024576516,4,DZA,12
Coal,Algeria,2000,,0.02030598,4,DZA,12
Coal,Algeria,2001,,0.02344608,4,DZA,12
Coal,Algeria,2002,,0.03077298,4,DZA,12
Coal,Algeria,2003,,0.025372008,4,DZA,12
Coal,Algeria,2004,,0.030270564,4,DZA,12
Coal,Algeria,2005,,0.024869592,4,DZA,12
Coal,Algeria,2006,,0.036927576,4,DZA,12
Coal,Algeria,2007,,0.031694076,4,DZA,12
Coal,Algeria,2008,,0.031694076,4,DZA,12
Coal,Algeria,2009,,0.020347848,4,DZA,12
Coal,Algeria,2010,,0.01297908,4,DZA,12
Coal,Algeria,2011,,0.0115137,4,DZA,12
Coal,Algeria,2012,,0.012225456,4,DZA,12
Coal,Algeria,2013,,0.006615144,4,DZA,12
Coal,Algeria,2014,,0.007494372,4,DZA,12
Coal,Algeria,2015,,0.005568444,4,DZA,12
Coal,Algeria,2016,,0.002051532,4,DZA,12
Coal,Algeria,2017,,0.007619976,4,DZA,12
Coal,Algeria,2018,,0.020934,4,DZA,12
Coal,Algeria,2019,,0.020934,4,DZA,12
Coal,Angola,1965,,,6,AGO,24
Coal,Angola,1966,,,6,AGO,24
Coal,Angola,1967,,,6,AGO,24
Coal,Angola,1968,,,6,AGO,24
Coal,Angola,1969,,,6,AGO,24
Coal,Angola,1970,,,6,AGO,24
Coal,Angola,1971,,,6,AGO,24
Coal,Angola,1972,,,6,AGO,24
Coal,Angola,1973,,,6,AGO,24
Coal,Angola,1974,,,6,AGO,24
Coal,Angola,1975,,,6,AGO,24
Coal,Angola,1976,,,6,AGO,24
Coal,Angola,1977,,,6,AGO,24
Coal,Angola,1978,,,6,AGO,24
Coal,Angola,1979,,,6,AGO,24
Coal,Angola,1980,,,6,AGO,24
Coal,Angola,1981,,,6,AGO,24
Coal,Angola,1982,,,6,AGO,24
Coal,Angola,1983,,,6,AGO,24
Coal,Angola,1984,,,6,AGO,24
Coal,Angola,1985,,,6,AGO,24
Coal,Angola,1986,,,6,AGO,24
Coal,Angola,1987,,,6,AGO,24
Coal,Angola,1988,,,6,AGO,24
Coal,Angola,1989,,,6,AGO,24
Coal,Angola,1990,,,6,AGO,24
Coal,Angola,1991,,,6,AGO,24
Coal,Angola,1992,,,6,AGO,24
Coal,Angola,1993,,,6,AGO,24
Coal,Angola,1994,,,6,AGO,24
Coal,Angola,1995,,,6,AGO,24
Coal,Angola,1996,,,6,AGO,24
Coal,Angola,1997,,,6,AGO,24
Coal,Angola,1998,,,6,AGO,24
Coal,Angola,1999,,,6,AGO,24
Coal,Angola,2000,,,6,AGO,24
Coal,Angola,2001,,,6,AGO,24
Coal,Angola,2002,,,6,AGO,24
Coal,Angola,2003,,,6,AGO,24
Coal,Angola,2004,,,6,AGO,24
Coal,Angola,2005,,,6,AGO,24
Coal,Angola,2006,,,6,AGO,24
Coal,Angola,2007,,,6,AGO,24
Coal,Angola,2008,,,6,AGO,24
Coal,Angola,2009,,,6,AGO,24
Coal,Angola,2010,,,6,AGO,24
Coal,Angola,2011,,,6,AGO,24
Coal,Angola,2012,,,6,AGO,24
Coal,Angola,2013,,,6,AGO,24
Coal,Angola,2014,,,6,AGO,24
Coal,Angola,2015,,,6,AGO,24
Coal,Angola,2016,,,6,AGO,24
Coal,Angola,2017,,,6,AGO,24
Coal,Angola,2018,,,6,AGO,24
Coal,Angola,2019,,,6,AGO,24
Coal,Argentina,1965,,0.030438177,8,ARG,32
Coal,Argentina,1966,,0.025098546,8,ARG,32
Coal,Argentina,1967,,0.028225429,8,ARG,32
Coal,Argentina,1968,,0.027428527,8,ARG,32
Coal,Argentina,1969,,0.032839812,8,ARG,32
Coal,Argentina,1970,,0.042201354,8,ARG,32
Coal,Argentina,1971,,0.036999151,8,ARG,32
Coal,Argentina,1972,,0.031144662,8,ARG,32
Coal,Argentina,1973,,0.034187479,8,ARG,32
Coal,Argentina,1974,,0.042573319,8,ARG,32
Coal,Argentina,1975,,0.041439385,8,ARG,32
Coal,Argentina,1976,,0.041913307,8,ARG,32
Coal,Argentina,1977,,0.039630611,8,ARG,32
Coal,Argentina,1978,,0.048309103,8,ARG,32
Coal,Argentina,1979,,0.045006026,8,ARG,32
Coal,Argentina,1980,,0.040120523,8,ARG,32
Coal,Argentina,1981,,0.038017682,8,ARG,32
Coal,Argentina,1982,,0.038397874,8,ARG,32
Coal,Argentina,1983,,0.034847868,8,ARG,32
Coal,Argentina,1984,,0.025866805,8,ARG,32
Coal,Argentina,1985,,0.038158581,8,ARG,32
Coal,Argentina,1986,,0.043593658,8,ARG,32
Coal,Argentina,1987,,0.048382822,8,ARG,32
Coal,Argentina,1988,,0.049580459,8,ARG,32
Coal,Argentina,1989,,0.053649965,8,ARG,32
Coal,Argentina,1990,,0.044158076,8,ARG,32
Coal,Argentina,1991,,0.038858445,8,ARG,32
Coal,Argentina,1992,,0.043805389,8,ARG,32
Coal,Argentina,1993,,0.029051954,8,ARG,32
Coal,Argentina,1994,,0.025434385,8,ARG,32
Coal,Argentina,1995,,0.026690949,8,ARG,32
Coal,Argentina,1996,,0.027960538,8,ARG,32
Coal,Argentina,1997,,0.02205977,8,ARG,32
Coal,Argentina,1998,,0.029654674,8,ARG,32
Coal,Argentina,1999,,0.03558769,8,ARG,32
Coal,Argentina,2000,,0.02704553,8,ARG,32
Coal,Argentina,2001,,0.022164668,8,ARG,32
Coal,Argentina,2002,,0.016510667,8,ARG,32
Coal,Argentina,2003,,0.020137913,8,ARG,32
Coal,Argentina,2004,,0.03427135,8,ARG,32
Coal,Argentina,2005,,0.039461922,8,ARG,32
Coal,Argentina,2006,,0.035725754,8,ARG,32
Coal,Argentina,2007,,0.0516973,8,ARG,32
Coal,Argentina,2008,,0.063057847,8,ARG,32
Coal,Argentina,2009,,0.034635377,8,ARG,32
Coal,Argentina,2010,,0.048499488,8,ARG,32
Coal,Argentina,2011,,0.052627123,8,ARG,32
Coal,Argentina,2012,,0.04920905,8,ARG,32
Coal,Argentina,2013,,0.05378149,8,ARG,32
Coal,Argentina,2014,,0.05721018,8,ARG,32
Coal,Argentina,2015,,0.056930865,8,ARG,32
Coal,Argentina,2016,,0.043879109,8,ARG,32
Coal,Argentina,2017,,0.045091037,8,ARG,32
Coal,Argentina,2018,,0.049352932,8,ARG,32
Coal,Argentina,2019,,0.022851728,8,ARG,32
Coal,Australia,1965,,0.7273,12,AUS,36
Coal,Australia,1966,,0.7538,12,AUS,36
Coal,Australia,1967,,0.7749,12,AUS,36
Coal,Australia,1968,,0.7981,12,AUS,36
Coal,Australia,1969,,0.8254,12,AUS,36
Coal,Australia,1970,,0.8341,12,AUS,36
Coal,Australia,1971,,0.83725,12,AUS,36
Coal,Australia,1972,,0.87455,12,AUS,36
Coal,Australia,1973,,0.91075,12,AUS,36
Coal,Australia,1974,,0.95065,12,AUS,36
Coal,Australia,1975,,0.98115,12,AUS,36
Coal,Australia,1976,,1.01445,12,AUS,36
Coal,Australia,1977,,1.05905,12,AUS,36
Coal,Australia,1978,,1.0867,12,AUS,36
Coal,Australia,1979,,1.13595,12,AUS,36
Coal,Australia,1980,,1.16915,12,AUS,36
Coal,Australia,1981,2.838856324,1.1993,12,AUS,36
Coal,Australia,1982,2.897835495,1.21205,12,AUS,36
Coal,Australia,1983,3.019466588,1.2116,12,AUS,36
Coal,Australia,1984,3.171302359,1.28125,12,AUS,36
Coal,Australia,1985,3.867644413,1.3253,12,AUS,36
Coal,Australia,1986,4.114294311,1.35895,12,AUS,36
Coal,Australia,1987,4.297203165,1.4161,12,AUS,36
Coal,Australia,1988,4.223856645,1.48955,12,AUS,36
Coal,Australia,1989,4.588840801,1.56225,12,AUS,36
Coal,Australia,1990,4.804564366,1.59965,12,AUS,36
Coal,Australia,1991,4.983927391,1.63175,12,AUS,36
Coal,Australia,1992,5.318046916,1.64145,12,AUS,36
Coal,Australia,1993,5.342760234,1.652,12,AUS,36
Coal,Australia,1994,5.460877267,1.68575,12,AUS,36
Coal,Australia,1995,5.730544761,1.743,12,AUS,36
Coal,Australia,1996,5.906456124,1.81425,12,AUS,36
Coal,Australia,1997,6.440811441,1.90605,12,AUS,36
Coal,Australia,1998,6.595566427,1.9911,12,AUS,36
Coal,Australia,1999,6.954904515,2.114529686,12,AUS,36
Coal,Australia,2000,7.188551224,2.129700933,12,AUS,36
Coal,Australia,2001,7.768515473,2.108202797,12,AUS,36
Coal,Australia,2002,8.006566792,2.155660364,12,AUS,36
Coal,Australia,2003,8.276571736,2.217399174,12,AUS,36
Coal,Australia,2004,8.599791732,2.310588353,12,AUS,36
Coal,Australia,2005,9.004638402,2.297264106,12,AUS,36
Coal,Australia,2006,9.204625684,2.359484506,12,AUS,36
Coal,Australia,2007,9.507078988,2.339022147,12,AUS,36
Coal,Australia,2008,9.794237405,2.437994799,12,AUS,36
Coal,Australia,2009,10.16220199,2.357241931,12,AUS,36
Coal,Australia,2010,10.49324208,2.186380861,12,AUS,36
Coal,Australia,2011,10.26292812,2.131171381,12,AUS,36
Coal,Australia,2012,11.13087309,1.995832977,12,AUS,36
Coal,Australia,2013,11.96547578,1.894232977,12,AUS,36
Coal,Australia,2014,12.81401855,1.878550195,12,AUS,36
Coal,Australia,2015,12.80052942,1.945262489,12,AUS,36
Coal,Australia,2016,12.82700071,1.943987255,12,AUS,36
Coal,Australia,2017,12.50392821,1.877342818,12,AUS,36
Coal,Australia,2018,13.06072023,1.844549393,12,AUS,36
Coal,Australia,2019,13.14794325,1.783109994,12,AUS,36
Coal,Austria,1965,,0.212813639,13,AUT,40
Coal,Austria,1966,,0.203283347,13,AUT,40
Coal,Austria,1967,,0.192423247,13,AUT,40
Coal,Austria,1968,,0.189985265,13,AUT,40
Coal,Austria,1969,,0.186971033,13,AUT,40
Coal,Austria,1970,,0.201075,13,AUT,40
Coal,Austria,1971,,0.184441,13,AUT,40
Coal,Austria,1972,,0.167234,13,AUT,40
Coal,Austria,1973,,0.166211,13,AUT,40
Coal,Austria,1974,,0.175402,13,AUT,40
Coal,Austria,1975,,0.152426,13,AUT,40
Coal,Austria,1976,,0.162216,13,AUT,40
Coal,Austria,1977,,0.136081,13,AUT,40
Coal,Austria,1978,,0.138248,13,AUT,40
Coal,Austria,1979,,0.15007,13,AUT,40
Coal,Austria,1980,,0.154205,13,AUT,40
Coal,Austria,1981,,0.15786,13,AUT,40
Coal,Austria,1982,,0.15014,13,AUT,40
Coal,Austria,1983,,0.160761,13,AUT,40
Coal,Austria,1984,,0.183191,13,AUT,40
Coal,Austria,1985,,0.182934,13,AUT,40
Coal,Austria,1986,,0.163089,13,AUT,40
Coal,Austria,1987,,0.161782,13,AUT,40
Coal,Austria,1988,,0.154922,13,AUT,40
Coal,Austria,1989,,0.155621,13,AUT,40
Coal,Austria,1990,,0.171506,13,AUT,40
Coal,Austria,1991,,0.1799,13,AUT,40
Coal,Austria,1992,,0.139975288,13,AUT,40
Coal,Austria,1993,,0.125851501,13,AUT,40
Coal,Austria,1994,,0.127636,13,AUT,40
Coal,Austria,1995,,0.14521911,13,AUT,40
Coal,Austria,1996,,0.14583669,13,AUT,40
Coal,Austria,1997,,0.154686709,13,AUT,40
Coal,Austria,1998,,0.136188,13,AUT,40
Coal,Austria,1999,,0.135251699,13,AUT,40
Coal,Austria,2000,,0.152924419,13,AUT,40
Coal,Austria,2001,,0.157972081,13,AUT,40
Coal,Austria,2002,,0.160486962,13,AUT,40
Coal,Austria,2003,,0.1711717,13,AUT,40
Coal,Austria,2004,,0.167674703,13,AUT,40
Coal,Austria,2005,,0.167176972,13,AUT,40
Coal,Austria,2006,,0.167032694,13,AUT,40
Coal,Austria,2007,,0.161494536,13,AUT,40
Coal,Austria,2008,,0.159539072,13,AUT,40
Coal,Austria,2009,,0.120206823,13,AUT,40
Coal,Austria,2010,,0.141338446,13,AUT,40
Coal,Austria,2011,,0.145150691,13,AUT,40
Coal,Austria,2012,,0.134837464,13,AUT,40
Coal,Austria,2013,,0.137146727,13,AUT,40
Coal,Austria,2014,,0.125624028,13,AUT,40
Coal,Austria,2015,,0.135768935,13,AUT,40
Coal,Austria,2016,,0.125926544,13,AUT,40
Coal,Austria,2017,,0.13050723,13,AUT,40
Coal,Austria,2018,,0.119585076,13,AUT,40
Coal,Austria,2019,,0.125841471,13,AUT,40
Coal,Azerbaijan,1965,,,14,AZE,31
Coal,Azerbaijan,1966,,,14,AZE,31
Coal,Azerbaijan,1967,,,14,AZE,31
Coal,Azerbaijan,1968,,,14,AZE,31
Coal,Azerbaijan,1969,,,14,AZE,31
Coal,Azerbaijan,1970,,,14,AZE,31
Coal,Azerbaijan,1971,,,14,AZE,31
Coal,Azerbaijan,1972,,,14,AZE,31
Coal,Azerbaijan,1973,,,14,AZE,31
Coal,Azerbaijan,1974,,,14,AZE,31
Coal,Azerbaijan,1975,,,14,AZE,31
Coal,Azerbaijan,1976,,,14,AZE,31
Coal,Azerbaijan,1977,,,14,AZE,31
Coal,Azerbaijan,1978,,,14,AZE,31
Coal,Azerbaijan,1979,,,14,AZE,31
Coal,Azerbaijan,1980,,,14,AZE,31
Coal,Azerbaijan,1981,,,14,AZE,31
Coal,Azerbaijan,1982,,,14,AZE,31
Coal,Azerbaijan,1983,,,14,AZE,31
Coal,Azerbaijan,1984,,,14,AZE,31
Coal,Azerbaijan,1985,,0.003851856,14,AZE,31
Coal,Azerbaijan,1986,,0.003851856,14,AZE,31
Coal,Azerbaijan,1987,,0.003851856,14,AZE,31
Coal,Azerbaijan,1988,,0.003851856,14,AZE,31
Coal,Azerbaijan,1989,,0.003851856,14,AZE,31
Coal,Azerbaijan,1990,,0.003726252,14,AZE,31
Coal,Azerbaijan,1991,,0.002805156,14,AZE,31
Coal,Azerbaijan,1992,,0.000502416,14,AZE,31
Coal,Azerbaijan,1993,,0.000125604,14,AZE,31
Coal,Azerbaijan,1994,,0.000167472,14,AZE,31
Coal,Azerbaijan,1995,,0.000125604,14,AZE,31
Coal,Azerbaijan,1996,,0.000125604,14,AZE,31
Coal,Azerbaijan,1997,,0.000125604,14,AZE,31
Coal,Azerbaijan,1998,,0,14,AZE,31
Coal,Azerbaijan,1999,,0,14,AZE,31
Coal,Azerbaijan,2000,,0,14,AZE,31
Coal,Azerbaijan,2001,,0.000125604,14,AZE,31
Coal,Azerbaijan,2002,,0.000083736,14,AZE,31
Coal,Azerbaijan,2003,,0.000125604,14,AZE,31
Coal,Azerbaijan,2004,,3.85E-05,1.40E+01,AZE,31
Coal,Azerbaijan,2005,,0.000134815,14,AZE,31
Coal,Azerbaijan,2006,,0.000134815,14,AZE,31
Coal,Azerbaijan,2007,,0.0002064,14,AZE,31
Coal,Azerbaijan,2008,,0.0001548,14,AZE,31
Coal,Azerbaijan,2009,,0.0001548,14,AZE,31
Coal,Azerbaijan,2010,,0.0002322,14,AZE,31
Coal,Azerbaijan,2011,,0.0002064,14,AZE,31
Coal,Azerbaijan,2012,,0.0001548,14,AZE,31
Coal,Azerbaijan,2013,,0.000129,14,AZE,31
Coal,Azerbaijan,2014,,7.74E-05,1.40E+01,AZE,31
Coal,Azerbaijan,2015,,0.000129,14,AZE,31
Coal,Azerbaijan,2016,,5.16E-05,1.40E+01,AZE,31
Coal,Azerbaijan,2017,,0.0000516,14,AZE,31
Coal,Azerbaijan,2018,,0.0000516,14,AZE,31
Coal,Azerbaijan,2019,,0.0000516,14,AZE,31
Coal,Bahrain,1965,,,16,BHR,48
Coal,Bahrain,1966,,,16,BHR,48
Coal,Bahrain,1967,,,16,BHR,48
Coal,Bahrain,1968,,,16,BHR,48
Coal,Bahrain,1969,,,16,BHR,48
Coal,Bahrain,1970,,,16,BHR,48
Coal,Bahrain,1971,,,16,BHR,48
Coal,Bahrain,1972,,,16,BHR,48
Coal,Bahrain,1973,,,16,BHR,48
Coal,Bahrain,1974,,,16,BHR,48
Coal,Bahrain,1975,,,16,BHR,48
Coal,Bahrain,1976,,,16,BHR,48
Coal,Bahrain,1977,,,16,BHR,48
Coal,Bahrain,1978,,,16,BHR,48
Coal,Bahrain,1979,,,16,BHR,48
Coal,Bahrain,1980,,,16,BHR,48
Coal,Bahrain,1981,,,16,BHR,48
Coal,Bahrain,1982,,,16,BHR,48
Coal,Bahrain,1983,,,16,BHR,48
Coal,Bahrain,1984,,,16,BHR,48
Coal,Bahrain,1985,,,16,BHR,48
Coal,Bahrain,1986,,,16,BHR,48
Coal,Bahrain,1987,,,16,BHR,48
Coal,Bahrain,1988,,,16,BHR,48
Coal,Bahrain,1989,,,16,BHR,48
Coal,Bahrain,1990,,,16,BHR,48
Coal,Bahrain,1991,,,16,BHR,48
Coal,Bahrain,1992,,,16,BHR,48
Coal,Bahrain,1993,,,16,BHR,48
Coal,Bahrain,1994,,,16,BHR,48
Coal,Bahrain,1995,,,16,BHR,48
Coal,Bahrain,1996,,,16,BHR,48
Coal,Bahrain,1997,,,16,BHR,48
Coal,Bahrain,1998,,,16,BHR,48
Coal,Bahrain,1999,,,16,BHR,48
Coal,Bahrain,2000,,,16,BHR,48
Coal,Bahrain,2001,,,16,BHR,48
Coal,Bahrain,2002,,,16,BHR,48
Coal,Bahrain,2003,,,16,BHR,48
Coal,Bahrain,2004,,,16,BHR,48
Coal,Bahrain,2005,,,16,BHR,48
Coal,Bahrain,2006,,,16,BHR,48
Coal,Bahrain,2007,,,16,BHR,48
Coal,Bahrain,2008,,,16,BHR,48
Coal,Bahrain,2009,,,16,BHR,48
Coal,Bahrain,2010,,,16,BHR,48
Coal,Bahrain,2011,,,16,BHR,48
Coal,Bahrain,2012,,,16,BHR,48
Coal,Bahrain,2013,,,16,BHR,48
Coal,Bahrain,2014,,,16,BHR,48
Coal,Bahrain,2015,,,16,BHR,48
Coal,Bahrain,2016,,,16,BHR,48
Coal,Bahrain,2017,,,16,BHR,48
Coal,Bahrain,2018,,,16,BHR,48
Coal,Bahrain,2019,,,16,BHR,48
Coal,Bangladesh,1971,,0,17,BGD,50
Coal,Bangladesh,1972,,0.003913151,17,BGD,50
Coal,Bangladesh,1973,,0.005085036,17,BGD,50
Coal,Bangladesh,1974,,0.004520027,17,BGD,50
Coal,Bangladesh,1975,,0.00523149,17,BGD,50
Coal,Bangladesh,1976,,0.00516873,17,BGD,50
Coal,Bangladesh,1977,,0.00539892,17,BGD,50
Coal,Bangladesh,1978,,0.00523149,17,BGD,50
Coal,Bangladesh,1979,,0.003892259,17,BGD,50
Coal,Bangladesh,1980,,0.005199587,17,BGD,50
Coal,Bangladesh,1981,,0.005345204,17,BGD,50
Coal,Bangladesh,1982,,0.006475221,17,BGD,50
Coal,Bangladesh,1983,,0.003664748,17,BGD,50
Coal,Bangladesh,1984,,0.001466594,17,BGD,50
Coal,Bangladesh,1985,,0.002050737,17,BGD,50
Coal,Bangladesh,1986,,0.00309706,17,BGD,50
Coal,Bangladesh,1987,,0.004875738,17,BGD,50
Coal,Bangladesh,1988,,0.005022234,17,BGD,50
Coal,Bangladesh,1989,,0.00523149,17,BGD,50
Coal,Bangladesh,1990,,0.01178132,17,BGD,50
Coal,Bangladesh,1991,,0.003766696,17,BGD,50
Coal,Bangladesh,1992,,0.003536506,17,BGD,50
Coal,Bangladesh,1993,,0.00131834,17,BGD,50
Coal,Bangladesh,1994,,0.001234645,17,BGD,50
Coal,Bangladesh,1995,,0.013434478,17,BGD,50
Coal,Bangladesh,1996,,0.007365963,17,BGD,50
Coal,Bangladesh,1997,,0.013518214,17,BGD,50
Coal,Bangladesh,1998,,0.003892217,17,BGD,50
Coal,Bangladesh,1999,,0.001925174,17,BGD,50
Coal,Bangladesh,2000,,0.013811165,17,BGD,50
Coal,Bangladesh,2001,,0.01464819,17,BGD,50
Coal,Bangladesh,2002,,0.015296892,17,BGD,50
Coal,Bangladesh,2003,,0.014627256,17,BGD,50
Coal,Bangladesh,2004,,0.01464819,17,BGD,50
Coal,Bangladesh,2005,,0.030052781,17,BGD,50
Coal,Bangladesh,2006,,0.045661935,17,BGD,50
Coal,Bangladesh,2007,,0.03726503,17,BGD,50
Coal,Bangladesh,2008,,0.039225835,17,BGD,50
Coal,Bangladesh,2009,,0.049013388,17,BGD,50
Coal,Bangladesh,2010,,0.031232758,17,BGD,50
Coal,Bangladesh,2011,,0.046495953,17,BGD,50
Coal,Bangladesh,2012,,0.03836561,17,BGD,50
Coal,Bangladesh,2013,,0.053114665,17,BGD,50
Coal,Bangladesh,2014,,0.033526058,17,BGD,50
Coal,Bangladesh,2015,,0.111684033,17,BGD,50
Coal,Bangladesh,2016,,0.08261916,17,BGD,50
Coal,Bangladesh,2017,,0.089544245,17,BGD,50
Coal,Bangladesh,2018,,0.102338447,17,BGD,50
Coal,Bangladesh,2019,,0.14433032,17,BGD,50
Coal,Belarus,1965,,,19,BLR,112
Coal,Belarus,1966,,,19,BLR,112
Coal,Belarus,1967,,,19,BLR,112
Coal,Belarus,1968,,,19,BLR,112
Coal,Belarus,1969,,,19,BLR,112
Coal,Belarus,1970,,,19,BLR,112
Coal,Belarus,1971,,,19,BLR,112
Coal,Belarus,1972,,,19,BLR,112
Coal,Belarus,1973,,,19,BLR,112
Coal,Belarus,1974,,,19,BLR,112
Coal,Belarus,1975,,,19,BLR,112
Coal,Belarus,1976,,,19,BLR,112
Coal,Belarus,1977,,,19,BLR,112
Coal,Belarus,1978,,,19,BLR,112
Coal,Belarus,1979,,,19,BLR,112
Coal,Belarus,1980,,,19,BLR,112
Coal,Belarus,1981,,,19,BLR,112
Coal,Belarus,1982,,,19,BLR,112
Coal,Belarus,1983,,,19,BLR,112
Coal,Belarus,1984,,,19,BLR,112
Coal,Belarus,1985,,0.090404568,19,BLR,112
Coal,Belarus,1986,,0.098898789,19,BLR,112
Coal,Belarus,1987,,0.096157943,19,BLR,112
Coal,Belarus,1988,,0.103018846,19,BLR,112
Coal,Belarus,1989,,0.101132169,19,BLR,112
Coal,Belarus,1990,,0.08895673,19,BLR,112
Coal,Belarus,1991,,0.084503357,19,BLR,112
Coal,Belarus,1992,,0.070380694,19,BLR,112
Coal,Belarus,1993,,0.060444204,19,BLR,112
Coal,Belarus,1994,,0.042349524,19,BLR,112
Coal,Belarus,1995,,0.039851679,19,BLR,112
Coal,Belarus,1996,,0.048364448,19,BLR,112
Coal,Belarus,1997,,0.050965665,19,BLR,112
Coal,Belarus,1998,,0.045229722,19,BLR,112
Coal,Belarus,1999,,0.041963241,19,BLR,112
Coal,Belarus,2000,,0.041658212,19,BLR,112
Coal,Belarus,2001,,0.029910686,19,BLR,112
Coal,Belarus,2002,,0.028214813,19,BLR,112
Coal,Belarus,2003,,0.026556378,19,BLR,112
Coal,Belarus,2004,,0.026013377,19,BLR,112
Coal,Belarus,2005,,0.028727474,19,BLR,112
Coal,Belarus,2006,,0.025720884,19,BLR,112
Coal,Belarus,2007,,0.029088807,19,BLR,112
Coal,Belarus,2008,,0.027117554,19,BLR,112
Coal,Belarus,2009,,0.025836398,19,BLR,112
Coal,Belarus,2010,,0.027026456,19,BLR,112
Coal,Belarus,2011,,0.032467014,19,BLR,112
Coal,Belarus,2012,,0.033117672,19,BLR,112
Coal,Belarus,2013,,0.035151448,19,BLR,112
Coal,Belarus,2014,,0.034871238,19,BLR,112
Coal,Belarus,2015,,0.031009785,19,BLR,112
Coal,Belarus,2016,,0.034070671,19,BLR,112
Coal,Belarus,2017,,0.035239107,19,BLR,112
Coal,Belarus,2018,,0.037020188,19,BLR,112
Coal,Belarus,2019,,0.039486012,19,BLR,112
Coal,Belgium,1965,,0.802573757,21,BEL,56
Coal,Belgium,1966,,0.732135579,21,BEL,56
Coal,Belgium,1967,,0.718550102,21,BEL,56
Coal,Belgium,1968,,0.741831042,21,BEL,56
Coal,Belgium,1969,,0.722485265,21,BEL,56
Coal,Belgium,1970,,0.680884174,21,BEL,56
Coal,Belgium,1971,,0.563821029,21,BEL,56
Coal,Belgium,1972,,0.538500391,21,BEL,56
Coal,Belgium,1973,,0.451900144,21,BEL,56
Coal,Belgium,1974,,0.483362784,21,BEL,56
Coal,Belgium,1975,,0.361004283,21,BEL,56
Coal,Belgium,1976,,0.37621358,21,BEL,56
Coal,Belgium,1977,,0.381582973,21,BEL,56
Coal,Belgium,1978,,0.390758608,21,BEL,56
Coal,Belgium,1979,,0.435367144,21,BEL,56
Coal,Belgium,1980,,0.438892223,21,BEL,56
Coal,Belgium,1981,,0.454653232,21,BEL,56
Coal,Belgium,1982,,0.455365838,21,BEL,56
Coal,Belgium,1983,,0.388584454,21,BEL,56
Coal,Belgium,1984,,0.450642735,21,BEL,56
Coal,Belgium,1985,,0.44937608,21,BEL,56
Coal,Belgium,1986,,0.38343406,21,BEL,56
Coal,Belgium,1987,,0.381575318,21,BEL,56
Coal,Belgium,1988,,0.385590592,21,BEL,56
Coal,Belgium,1989,,0.405124283,21,BEL,56
Coal,Belgium,1990,,0.445074215,21,BEL,56
Coal,Belgium,1991,,0.42573974,21,BEL,56
Coal,Belgium,1992,,0.381024884,21,BEL,56
Coal,Belgium,1993,,0.360931049,21,BEL,56
Coal,Belgium,1994,,0.387956424,21,BEL,56
Coal,Belgium,1995,,0.370545826,21,BEL,56
Coal,Belgium,1996,,0.354627654,21,BEL,56
Coal,Belgium,1997,,0.331064092,21,BEL,56
Coal,Belgium,1998,,0.329316522,21,BEL,56
Coal,Belgium,1999,,0.288546092,21,BEL,56
Coal,Belgium,2000,,0.319261126,21,BEL,56
Coal,Belgium,2001,,0.304107967,21,BEL,56
Coal,Belgium,2002,,0.260699099,21,BEL,56
Coal,Belgium,2003,,0.252176742,21,BEL,56
Coal,Belgium,2004,,0.234555547,21,BEL,56
Coal,Belgium,2005,,0.215516702,21,BEL,56
Coal,Belgium,2006,,0.212676293,21,BEL,56
Coal,Belgium,2007,,0.194352219,21,BEL,56
Coal,Belgium,2008,,0.191937817,21,BEL,56
Coal,Belgium,2009,,0.123642442,21,BEL,56
