Commodity,Country,Year,Production,Consumption,ISO3166_alpha3,ISO3166_numeric
Oil,Romania,1967,0.574061433,0.359598976,ROU,642
Oil,Romania,1968,0.577431741,0.378242321,ROU,642
Oil,Romania,1969,0.577901024,0.422141638,ROU,642
Oil,Romania,1970,0.583489761,0.457081911,ROU,642
Oil,Romania,1971,0.601237201,0.463993174,ROU,642
Oil,Romania,1972,0.61552901,0.495691126,ROU,642
Oil,Romania,1973,0.624445392,0.557423208,ROU,642
Oil,Romania,1974,0.632935154,0.514249147,ROU,642
Oil,Romania,1975,0.639078498,0.582636519,ROU,642
Oil,Romania,1976,0.643771331,0.649914676,ROU,642
Oil,Romania,1977,0.641638225,0.703967577,ROU,642
Oil,Romania,1978,0.602133106,0.785409556,ROU,642
Oil,Romania,1979,0.542363481,0.83609215,ROU,642
Oil,Romania,1980,0.511988055,0.792278157,ROU,642
Oil,Romania,1981,0.517662116,0.710836177,ROU,642
Oil,Romania,1982,0.521843003,0.698805461,ROU,642
Oil,Romania,1983,0.515486348,0.624744027,ROU,642
Oil,Romania,1984,0.509513652,0.597738908,ROU,642
Oil,Romania,1985,0.479863481,0.641254266,ROU,642
Oil,Romania,1986,0.454564846,0.689377133,ROU,642
Oil,Romania,1987,0.428071672,0.758105802,ROU,642
Oil,Romania,1988,0.41975256,0.71028157,ROU,642
Oil,Romania,1989,0.410537543,0.733447099,ROU,642
Oil,Romania,1990,0.347098976,0.797482935,ROU,642
Oil,Romania,1991,0.298976109,0.664078498,ROU,642
Oil,Romania,1992,0.291254266,0.540102389,ROU,642
Oil,Romania,1993,0.295605802,0.517107509,ROU,642
Oil,Romania,1994,0.297525597,0.479778157,ROU,642
Oil,Romania,1995,0.296544369,0.575682594,ROU,642
Oil,Romania,1996,0.292320819,0.553668942,ROU,642
Oil,Romania,1997,0.287969283,0.582721843,ROU,642
Oil,Romania,1998,0.279564846,0.510580205,ROU,642
Oil,Romania,1999,0.272141638,0.404266212,ROU,642
Oil,Romania,2000,0.268216724,0.425725256,ROU,642
Oil,Romania,2001,0.26612628,0.452389078,ROU,642
Oil,Romania,2002,0.259044369,0.454138225,ROU,642
Oil,Romania,2003,0.251279863,0.402090444,ROU,642
Oil,Romania,2004,0.243387372,0.463054608,ROU,642
Oil,Romania,2005,0.231953925,0.448336177,ROU,642
Oil,Romania,2006,0.213139932,0.439889078,ROU,642
Oil,Romania,2007,0.202431741,0.439053637,ROU,642
Oil,Romania,2008,0.201322526,0.437858907,ROU,642
Oil,Romania,2009,0.191894198,0.384231449,ROU,642
Oil,Romania,2010,0.182892491,0.367064846,ROU,642
Oil,Romania,2011,0.180119454,0.379095563,ROU,642
Oil,Romania,2012,0.169880546,0.383233788,ROU,642
Oil,Romania,2013,0.176237201,0.350042662,ROU,642
Oil,Romania,2014,0.172866894,0.374786689,ROU,642
Oil,Romania,2015,0.170776451,0.381911263,ROU,642
Oil,Romania,2016,0.162201365,0.401279863,ROU,642
Oil,Romania,2017,0.15503413,0.420307167,ROU,642
Oil,Romania,2018,0.152602389,0.430132676,ROU,642
Oil,Romania,2019,0.152175768,0.453683584,ROU,642
Oil,Russian Federation,1965,0,0,RUS,643
Oil,Russian Federation,1966,0,0,RUS,643
Oil,Russian Federation,1967,0,0,RUS,643
Oil,Russian Federation,1968,0,0,RUS,643
Oil,Russian Federation,1969,0,0,RUS,643
Oil,Russian Federation,1970,0,0,RUS,643
Oil,Russian Federation,1971,0,0,RUS,643
Oil,Russian Federation,1972,0,0,RUS,643
Oil,Russian Federation,1973,0,0,RUS,643
Oil,Russian Federation,1974,0,0,RUS,643
Oil,Russian Federation,1975,0,0,RUS,643
Oil,Russian Federation,1976,0,0,RUS,643
Oil,Russian Federation,1977,0,0,RUS,643
Oil,Russian Federation,1978,0,0,RUS,643
Oil,Russian Federation,1979,0,0,RUS,643
Oil,Russian Federation,1980,0,0,RUS,643
Oil,Russian Federation,1981,0,0,RUS,643
Oil,Russian Federation,1982,0,0,RUS,643
Oil,Russian Federation,1983,0,0,RUS,643
Oil,Russian Federation,1984,0,0,RUS,643
Oil,Russian Federation,1985,23.1359215,10.55281997,RUS,643
Oil,Russian Federation,1986,23.9412116,10.68191516,RUS,643
Oil,Russian Federation,1987,24.29526451,10.77204656,RUS,643
Oil,Russian Federation,1988,24.2653157,10.68951777,RUS,643
Oil,Russian Federation,1989,23.55912969,10.89120478,RUS,643
Oil,Russian Federation,1990,22.00900171,10.73949759,RUS,643
Oil,Russian Federation,1991,19.70750853,10.46704067,RUS,643
Oil,Russian Federation,1992,17.0140785,10.02546928,RUS,643
Oil,Russian Federation,1993,15.13971843,8.371501706,RUS,643
Oil,Russian Federation,1994,13.54854949,7.375867463,RUS,643
Oil,Russian Federation,1995,13.2572099,6.424846313,RUS,643
Oil,Russian Federation,1996,12.92120307,5.527278032,RUS,643
Oil,Russian Federation,1997,13.11518771,5.475907217,RUS,643
Oil,Russian Federation,1998,12.9837884,5.251981152,RUS,643
Oil,Russian Federation,1999,13.00204778,5.361946207,RUS,643
Oil,Russian Federation,2000,13.93560689,5.25786781,RUS,643
Oil,Russian Federation,2001,15.00339513,5.421740918,RUS,643
Oil,Russian Federation,2002,16.36925644,5.207310154,RUS,643
Oil,Russian Federation,2003,18.16185085,5.395352906,RUS,643
Oil,Russian Federation,2004,19.76497099,5.319368601,RUS,643
Oil,Russian Federation,2005,20.25680226,5.33366041,RUS,643
Oil,Russian Federation,2006,20.74463494,5.562926621,RUS,643
Oil,Russian Federation,2007,21.217191,5.544880546,RUS,643
Oil,Russian Federation,2008,21.08593064,5.701023891,RUS,643
Oil,Russian Federation,2009,21.38919999,5.468578498,RUS,643
Oil,Russian Federation,2010,21.85646871,5.686225597,RUS,643
Oil,Russian Federation,2011,22.16141888,6.067586441,RUS,643
Oil,Russian Federation,2012,22.47165723,6.170810455,RUS,643
Oil,Russian Federation,2013,22.70578434,6.155460116,RUS,643
Oil,Russian Federation,2014,22.82887704,6.496559945,RUS,643
Oil,Russian Federation,2015,23.11410051,6.153369735,RUS,643
Oil,Russian Federation,2016,23.71587238,6.317697998,RUS,643
Oil,Russian Federation,2017,23.64738456,6.215694247,RUS,643
Oil,Russian Federation,2018,24.03353046,6.367697934,RUS,643
Oil,Russian Federation,2019,24.23621259,6.43223782,RUS,643
Oil,Saudi Arabia,1965,4.736526272,0.835196246,SAU,682
Oil,Saudi Arabia,1966,5.58740694,0.842363481,SAU,682
Oil,Saudi Arabia,1967,6.02760614,0.849530717,SAU,682
Oil,Saudi Arabia,1968,6.579468739,0.856783276,SAU,682
Oil,Saudi Arabia,1969,6.943297477,0.86412116,SAU,682
Oil,Saudi Arabia,1970,8.198442716,0.897618137,SAU,682
Oil,Saudi Arabia,1971,10.27281193,0.907919052,SAU,682
Oil,Saudi Arabia,1972,12.97920105,0.970243154,SAU,682
Oil,Saudi Arabia,1973,16.3828752,1.029048244,SAU,682
Oil,Saudi Arabia,1974,18.32965509,1.078896941,SAU,682
Oil,Saudi Arabia,1975,15.33007615,0.822518847,SAU,682
Oil,Saudi Arabia,1976,18.65446255,0.958770517,SAU,682
Oil,Saudi Arabia,1977,19.98276565,1.110481935,SAU,682
Oil,Saudi Arabia,1978,18.10748497,1.199780736,SAU,682
Oil,Saudi Arabia,1979,20.8195762,1.451020615,SAU,682
Oil,Saudi Arabia,1980,21.74928799,1.182783988,SAU,682
Oil,Saudi Arabia,1981,21.60184525,1.423746547,SAU,682
Oil,Saudi Arabia,1982,14.51297941,1.585302631,SAU,682
Oil,Saudi Arabia,1983,10.25083095,1.758938783,SAU,682
Oil,Saudi Arabia,1984,9.344575931,1.961291604,SAU,682
Oil,Saudi Arabia,1985,7.340972997,1.994697427,SAU,682
Oil,Saudi Arabia,1986,10.77645562,1.96151261,SAU,682
Oil,Saudi Arabia,1987,9.112974871,2.080514244,SAU,682
Oil,Saudi Arabia,1988,11.65992242,2.136002429,SAU,682
Oil,Saudi Arabia,1989,11.56881486,2.05305996,SAU,682
Oil,Saudi Arabia,1990,14.61790397,2.184697907,SAU,682
Oil,Saudi Arabia,1991,18.27413858,2.28386077,SAU,682
Oil,Saudi Arabia,1992,18.85997537,2.210393738,SAU,682
Oil,Saudi Arabia,1993,18.31529987,2.223674633,SAU,682
Oil,Saudi Arabia,1994,18.43796267,2.686346223,SAU,682
Oil,Saudi Arabia,1995,18.39858655,2.569236593,SAU,682
Oil,Saudi Arabia,1996,18.66193575,2.651506195,SAU,682
Oil,Saudi Arabia,1997,18.43097279,2.697225228,SAU,682
Oil,Saudi Arabia,1998,18.99721282,2.87477297,SAU,682
Oil,Saudi Arabia,1999,17.42858159,2.980074657,SAU,682
Oil,Saudi Arabia,2000,18.70803669,3.07491974,SAU,682
Oil,Saudi Arabia,2001,18.24645214,3.238430219,SAU,682
Oil,Saudi Arabia,2002,16.6404904,3.337693768,SAU,682
Oil,Saudi Arabia,2003,19.64589367,3.536958702,SAU,682
Oil,Saudi Arabia,2004,21.02335016,3.82114112,SAU,682
Oil,Saudi Arabia,2005,22.04045118,4.01968745,SAU,682
Oil,Saudi Arabia,2006,21.7124805,4.196801985,SAU,682
Oil,Saudi Arabia,2007,20.85920731,4.453748342,SAU,682
Oil,Saudi Arabia,2008,21.75657621,4.880211037,SAU,682
Oil,Saudi Arabia,2009,19.58222069,5.37167282,SAU,682
Oil,Saudi Arabia,2010,19.7653869,5.826075232,SAU,682
Oil,Saudi Arabia,2011,22.29950944,5.933830678,SAU,682
Oil,Saudi Arabia,2012,23.43112399,6.233198947,SAU,682
Oil,Saudi Arabia,2013,22.9698417,6.250498783,SAU,682
Oil,Saudi Arabia,2014,23.20066453,6.874379268,SAU,682
Oil,Saudi Arabia,2015,24.23353998,7.138010224,SAU,682
Oil,Saudi Arabia,2016,25.03038435,7.044591359,SAU,682
Oil,Saudi Arabia,2017,23.8617486,6.925593247,SAU,682
Oil,Saudi Arabia,2018,24.60826165,6.711311291,SAU,682
Oil,Saudi Arabia,2019,23.74419837,6.775267839,SAU,682
Oil,Serbia,1981,0,0,SRB,688
Oil,Serbia,1982,0,0,SRB,688
Oil,Serbia,1983,0,0,SRB,688
Oil,Serbia,1984,0,0,SRB,688
Oil,Serbia,1985,0,0,SRB,688
Oil,Serbia,1986,0,0,SRB,688
Oil,Serbia,1987,0,0,SRB,688
Oil,Serbia,1988,0,0,SRB,688
Oil,Serbia,1989,0,0,SRB,688
Oil,Serbia,1990,0,0,SRB,688
Oil,Serbia,1991,0,0,SRB,688
Oil,Serbia,1992,0,0,SRB,688
Oil,Serbia,1993,0,0,SRB,688
Oil,Serbia,1994,0,0,SRB,688
Oil,Serbia,1995,0,0,SRB,688
Oil,Serbia,1996,0,0,SRB,688
Oil,Serbia,1997,0,0,SRB,688
Oil,Serbia,1998,0,0,SRB,688
Oil,Serbia,1999,0,0,SRB,688
Oil,Serbia,2000,0,0,SRB,688
Oil,Serbia,2001,0,0,SRB,688
Oil,Serbia,2002,0,0,SRB,688
Oil,Serbia,2003,0,0,SRB,688
Oil,Serbia,2004,0,0,SRB,688
Oil,Serbia,2005,0,0,SRB,688
Oil,Serbia,2006,0,0,SRB,688
Oil,Serbia,2007,0,0,SRB,688
Oil,Serbia,2008,0,0,SRB,688
Oil,Serbia,2009,0,0,SRB,688
Oil,Serbia,2010,0,0,SRB,688
Oil,Serbia,2011,0,0,SRB,688
Oil,Serbia,2012,0,0,SRB,688
Oil,Serbia,2013,0,0,SRB,688
Oil,Serbia,2014,0,0,SRB,688
Oil,Serbia,2015,0,0,SRB,688
Oil,Serbia,2016,0,0,SRB,688
Oil,Serbia,2017,0,0,SRB,688
Oil,Serbia,2018,0,0,SRB,688
Oil,Serbia,2019,0,0,SRB,688
Oil,Singapore,1965,0,0.175292948,SGP,702
Oil,Singapore,1966,0,0.200384834,SGP,702
Oil,Singapore,1967,0,0.241357309,SGP,702
Oil,Singapore,1968,0,0.300141408,SGP,702
Oil,Singapore,1969,0,0.295138528,SGP,702
Oil,Singapore,1970,0,0.320257718,SGP,702
Oil,Singapore,1971,0,0.2778157,SGP,702
Oil,Singapore,1972,0,0.348421502,SGP,702
Oil,Singapore,1973,0,0.327474403,SGP,702
Oil,Singapore,1974,0,0.322525597,SGP,702
Oil,Singapore,1975,0,0.315102389,SGP,702
Oil,Singapore,1976,0,0.374616041,SGP,702
Oil,Singapore,1977,0,0.375895904,SGP,702
Oil,Singapore,1978,0,0.386049488,SGP,702
Oil,Singapore,1979,0,0.411604096,SGP,702
Oil,Singapore,1980,0,0.408532423,SGP,702
Oil,Singapore,1981,0,0.470520478,SGP,702
Oil,Singapore,1982,0,0.457508532,SGP,702
Oil,Singapore,1983,0,0.484556314,SGP,702
Oil,Singapore,1984,0,0.508831058,SGP,702
Oil,Singapore,1985,0,0.517918089,SGP,702
Oil,Singapore,1986,0,0.601194539,SGP,702
Oil,Singapore,1987,0,0.630716724,SGP,702
Oil,Singapore,1988,0,0.730588737,SGP,702
Oil,Singapore,1989,0,0.834172355,SGP,702
Oil,Singapore,1990,0,0.994982935,SGP,702
Oil,Singapore,1991,0,1.012935154,SGP,702
Oil,Singapore,1992,0,1.049987201,SGP,702
Oil,Singapore,1993,0,1.136369454,SGP,702
Oil,Singapore,1994,0,1.307457338,SGP,702
Oil,Singapore,1995,0,1.364138225,SGP,702
Oil,Singapore,1996,0,1.376659556,SGP,702
Oil,Singapore,1997,0,1.44894198,SGP,702
Oil,Singapore,1998,0,1.466019625,SGP,702
Oil,Singapore,1999,0,1.45008959,SGP,702
Oil,Singapore,2000,0,1.545614334,SGP,702
Oil,Singapore,2001,0,1.660669795,SGP,702
Oil,Singapore,2002,0,1.615575939,SGP,702
Oil,Singapore,2003,0,1.50144198,SGP,702
Oil,Singapore,2004,0,1.665106655,SGP,702
Oil,Singapore,2005,0,1.766151877,SGP,702
Oil,Singapore,2006,0,1.898087509,SGP,702
Oil,Singapore,2007,0,2.059910495,SGP,702
Oil,Singapore,2008,0,2.19210934,SGP,702
Oil,Singapore,2009,0,2.366268562,SGP,702
Oil,Singapore,2010,0,2.600201256,SGP,702
Oil,Singapore,2011,0,2.71737959,SGP,702
Oil,Singapore,2012,0,2.703397184,SGP,702
Oil,Singapore,2013,0,2.719009386,SGP,702
Oil,Singapore,2014,0,2.784539249,SGP,702
Oil,Singapore,2015,0,2.942160623,SGP,702
Oil,Singapore,2016,0,3.056992536,SGP,702
Oil,Singapore,2017,0,3.138142742,SGP,702
Oil,Singapore,2018,0,3.166440709,SGP,702
Oil,Singapore,2019,0,3.080499274,SGP,702
Oil,Slovakia,1965,0,0.098037543,SVK,703
Oil,Slovakia,1966,0,0.108319113,SVK,703
Oil,Slovakia,1967,0,0.120520478,SVK,703
Oil,Slovakia,1968,0,0.132935154,SVK,703
Oil,Slovakia,1969,0,0.142704778,SVK,703
Oil,Slovakia,1970,0,0.171245734,SVK,703
Oil,Slovakia,1971,0,0.188481229,SVK,703
Oil,Slovakia,1972,0,0.20644198,SVK,703
Oil,Slovakia,1973,0,0.23225256,SVK,703
Oil,Slovakia,1974,0,0.238353242,SVK,703
Oil,Slovakia,1975,0,0.262969283,SVK,703
Oil,Slovakia,1976,0,0.277986348,SVK,703
Oil,Slovakia,1977,0,0.290656997,SVK,703
Oil,Slovakia,1978,0,0.300682594,SVK,703
Oil,Slovakia,1979,0,0.305588737,SVK,703
Oil,Slovakia,1980,0,0.28447099,SVK,703
Oil,Slovakia,1981,0,0.280332765,SVK,703
Oil,Slovakia,1982,0,0.255716724,SVK,703
Oil,Slovakia,1983,0,0.250298635,SVK,703
Oil,Slovakia,1984,0,0.2653157,SVK,703
Oil,Slovakia,1985,0,0.263651877,SVK,703
Oil,Slovakia,1986,0,0.254564846,SVK,703
Oil,Slovakia,1987,0,0.250341297,SVK,703
Oil,Slovakia,1988,0,0.244325939,SVK,703
Oil,Slovakia,1989,0,0.241808874,SVK,703
Oil,Slovakia,1990,0,0.211860068,SVK,703
Oil,Slovakia,1991,0,0.185708191,SVK,703
Oil,Slovakia,1992,0,0.167235495,SVK,703
Oil,Slovakia,1993,0,0.138395904,SVK,703
Oil,Slovakia,1994,0,0.142832765,SVK,703
Oil,Slovakia,1995,0,0.138267918,SVK,703
Oil,Slovakia,1996,0,0.145008532,SVK,703
Oil,Slovakia,1997,0,0.14475256,SVK,703
Oil,Slovakia,1998,0,0.161476109,SVK,703
Oil,Slovakia,1999,0,0.14637372,SVK,703
Oil,Slovakia,2000,0,0.145477816,SVK,703
Oil,Slovakia,2001,0,0.134598977,SVK,703
Oil,Slovakia,2002,0,0.150853262,SVK,703
Oil,Slovakia,2003,0,0.142064859,SVK,703
Oil,Slovakia,2004,0,0.135793522,SVK,703
Oil,Slovakia,2005,0,0.162798637,SVK,703
Oil,Slovakia,2006,0,0.14432597,SVK,703
Oil,Slovakia,2007,0,0.151877115,SVK,703
Oil,Slovakia,2008,0,0.164249102,SVK,703
Oil,Slovakia,2009,0,0.15456488,SVK,703
Oil,Slovakia,2010,0,0.161902671,SVK,703
Oil,Slovakia,2011,0,0.156783276,SVK,703
Oil,Slovakia,2012,0,0.148421502,SVK,703
Oil,Slovakia,2013,0,0.148634812,SVK,703
Oil,Slovakia,2014,0,0.138011945,SVK,703
Oil,Slovakia,2015,0,0.148933447,SVK,703
Oil,Slovakia,2016,0,0.153967577,SVK,703
Oil,Slovakia,2017,0,0.173506826,SVK,703
Oil,Slovakia,2018,0,0.175639932,SVK,703
Oil,Slovakia,2019,0,0.167687741,SVK,703
Oil,Slovenia,1965,0,0,SVN,705
Oil,Slovenia,1966,0,0,SVN,705
Oil,Slovenia,1967,0,0,SVN,705
Oil,Slovenia,1968,0,0,SVN,705
Oil,Slovenia,1969,0,0,SVN,705
Oil,Slovenia,1970,0,0,SVN,705
Oil,Slovenia,1971,0,0,SVN,705
Oil,Slovenia,1972,0,0,SVN,705
Oil,Slovenia,1973,0,0,SVN,705
Oil,Slovenia,1974,0,0,SVN,705
Oil,Slovenia,1975,0,0,SVN,705
Oil,Slovenia,1976,0,0,SVN,705
Oil,Slovenia,1977,0,0,SVN,705
Oil,Slovenia,1978,0,0,SVN,705
Oil,Slovenia,1979,0,0,SVN,705
Oil,Slovenia,1980,0,0,SVN,705
Oil,Slovenia,1981,0,0,SVN,705
Oil,Slovenia,1982,0,0,SVN,705
Oil,Slovenia,1983,0,0,SVN,705
Oil,Slovenia,1984,0,0,SVN,705
Oil,Slovenia,1985,0,0,SVN,705
Oil,Slovenia,1986,0,0,SVN,705
Oil,Slovenia,1987,0,0,SVN,705
Oil,Slovenia,1988,0,0,SVN,705
Oil,Slovenia,1989,0,0,SVN,705
Oil,Slovenia,1990,0,0.071032404,SVN,705
Oil,Slovenia,1991,0,0.068600637,SVN,705
Oil,Slovenia,1992,0,0.066552926,SVN,705
Oil,Slovenia,1993,0,0.07999144,SVN,705
Oil,Slovenia,1994,0,0.086561437,SVN,705
Oil,Slovenia,1995,0,0.09377133,SVN,705
Oil,Slovenia,1996,0,0.108319126,SVN,705
Oil,Slovenia,1997,0,0.108233773,SVN,705
Oil,Slovenia,1998,0,0.104138228,SVN,705
Oil,Slovenia,1999,0,0.104948849,SVN,705
Oil,Slovenia,2000,0,0.098976088,SVN,705
Oil,Slovenia,2001,0,0.103242311,SVN,705
Oil,Slovenia,2002,0,0.100255921,SVN,705
Oil,Slovenia,2003,0,0.101962428,SVN,705
Oil,Slovenia,2004,0,0.106313942,SVN,705
Oil,Slovenia,2005,0,0.108105756,SVN,705
Oil,Slovenia,2006,0,0.113523831,SVN,705
Oil,Slovenia,2007,0,0.111729641,SVN,705
Oil,Slovenia,2008,0,0.129558904,SVN,705
Oil,Slovenia,2009,0,0.109754249,SVN,705
Oil,Slovenia,2010,0,0.109998257,SVN,705
Oil,Slovenia,2011,0,0.109709164,SVN,705
Oil,Slovenia,2012,0,0.107503171,SVN,705
Oil,Slovenia,2013,0,0.101964845,SVN,705
Oil,Slovenia,2014,0,0.101022471,SVN,705
Oil,Slovenia,2015,0,0.099276308,SVN,705
Oil,Slovenia,2016,0,0.106654862,SVN,705
Oil,Slovenia,2017,0,0.10935253,SVN,705
Oil,Slovenia,2018,0,0.112682537,SVN,705
Oil,Slovenia,2019,0,0.105371838,SVN,705
Oil,South Africa,1965,0,0.239163823,ZAF,710
Oil,South Africa,1966,0,0.259940273,ZAF,710
Oil,South Africa,1967,0,0.282551195,ZAF,710
Oil,South Africa,1968,0,0.307209898,ZAF,710
Oil,South Africa,1969,0,0.337841297,ZAF,710
Oil,South Africa,1970,0,0.36612628,ZAF,710
Oil,South Africa,1971,0,0.400511945,ZAF,710
Oil,South Africa,1972,0,0.436860068,ZAF,710
Oil,South Africa,1973,0,0.482209898,ZAF,710
Oil,South Africa,1974,0,0.46975256,ZAF,710
Oil,South Africa,1975,0,0.498464164,ZAF,710
Oil,South Africa,1976,0,0.503882253,ZAF,710
Oil,South Africa,1977,0,0.499018771,ZAF,710
Oil,South Africa,1978,0,0.52418942,ZAF,710
Oil,South Africa,1979,0,0.497013652,ZAF,710
Oil,South Africa,1980,0,0.511220137,ZAF,710
Oil,South Africa,1981,0,0.553711604,ZAF,710
Oil,South Africa,1982,0,0.560793515,ZAF,710
Oil,South Africa,1983,0,0.566083618,ZAF,710
Oil,South Africa,1984,0,0.616382253,ZAF,710
Oil,South Africa,1985,0,0.60221843,ZAF,710
Oil,South Africa,1986,0,0.581186007,ZAF,710
Oil,South Africa,1987,0,0.614377133,ZAF,710
Oil,South Africa,1988,0,0.677224615,ZAF,710
Oil,South Africa,1989,0,0.701729125,ZAF,710
Oil,South Africa,1990,0,0.707895576,ZAF,710
Oil,South Africa,1991,0,0.713389489,ZAF,710
Oil,South Africa,1992,0,0.73702688,ZAF,710
Oil,South Africa,1993,0,0.768061411,ZAF,710
Oil,South Africa,1994,0,0.801330279,ZAF,710
Oil,South Africa,1995,0,0.854713448,ZAF,710
Oil,South Africa,1996,0,0.881795677,ZAF,710
Oil,South Africa,1997,0,0.895945143,ZAF,710
Oil,South Africa,1998,0,0.909361081,ZAF,710
Oil,South Africa,1999,0,0.922173578,ZAF,710
Oil,South Africa,2000,0,0.938172725,ZAF,710
Oil,South Africa,2001,0,0.958466852,ZAF,710
Oil,South Africa,2002,0,0.983411471,ZAF,710
Oil,South Africa,2003,0,1.018897985,ZAF,710
Oil,South Africa,2004,0,1.056733497,ZAF,710
Oil,South Africa,2005,0,1.059202486,ZAF,710
Oil,South Africa,2006,0,1.077460138,ZAF,710
Oil,South Africa,2007,0,1.099329611,ZAF,710
Oil,South Africa,2008,0,1.042175011,ZAF,710
Oil,South Africa,2009,0,1.029494198,ZAF,710
Oil,South Africa,2010,0,1.090479201,ZAF,710
Oil,South Africa,2011,0,1.095141182,ZAF,710
Oil,South Africa,2012,0,1.12400601,ZAF,710
Oil,South Africa,2013,0,1.139355718,ZAF,710
Oil,South Africa,2014,0,1.129333615,ZAF,710
Oil,South Africa,2015,0,1.17498441,ZAF,710
Oil,South Africa,2016,0,1.107474519,ZAF,710
Oil,South Africa,2017,0,1.103345344,ZAF,710
Oil,South Africa,2018,0,1.133246014,ZAF,710
Oil,South Africa,2019,0,1.161899242,ZAF,710
Oil,South Korea,1965,0,0.054906143,KOR,410
Oil,South Korea,1966,0,0.082209898,KOR,410
Oil,South Korea,1967,0,0.142576792,KOR,410
Oil,South Korea,1968,0,0.210836177,KOR,410
Oil,South Korea,1969,0,0.286220137,KOR,410
Oil,South Korea,1970,0,0.357508532,KOR,410
Oil,South Korea,1971,0,0.40362628,KOR,410
Oil,South Korea,1972,0,0.421331058,KOR,410
Oil,South Korea,1973,0,0.518686007,KOR,410
Oil,South Korea,1974,0,0.535409556,KOR,410
Oil,South Korea,1975,0,0.605546075,KOR,410
Oil,South Korea,1976,0,0.680418089,KOR,410
Oil,South Korea,1977,0,0.809897611,KOR,410
Oil,South Korea,1978,0,0.924573379,KOR,410
Oil,South Korea,1979,0,1.039547782,KOR,410
Oil,South Korea,1980,0,1.029138225,KOR,410
Oil,South Korea,1981,0,1.018430034,KOR,410
Oil,South Korea,1982,0,1.010366894,KOR,410
Oil,South Korea,1983,0,1.054223549,KOR,410
Oil,South Korea,1984,0,1.056740614,KOR,410
Oil,South Korea,1985,0,1.112670648,KOR,410
Oil,South Korea,1986,0,1.209556314,KOR,410
Oil,South Korea,1987,0,1.26996587,KOR,410
Oil,South Korea,1988,0,1.520648464,KOR,410
Oil,South Korea,1989,0,1.747397611,KOR,410
Oil,South Korea,1990,0,2.112926621,KOR,410
Oil,South Korea,1991,0,2.55503413,KOR,410
Oil,South Korea,1992,0,3.084897611,KOR,410
Oil,South Korea,1993,0,3.383404437,KOR,410
Oil,South Korea,1994,0,3.711476109,KOR,410
Oil,South Korea,1995,0,4.046288396,KOR,410
Oil,South Korea,1996,0,4.327431741,KOR,410
Oil,South Korea,1997,0,4.750511945,KOR,410
Oil,South Korea,1998,0,4.006399317,KOR,410
Oil,South Korea,1999,0,4.296203072,KOR,410
Oil,South Korea,2000,0,4.426791809,KOR,410
Oil,South Korea,2001,0,4.416254266,KOR,410
Oil,South Korea,2002,0,4.49394198,KOR,410
Oil,South Korea,2003,0,4.537969283,KOR,410
Oil,South Korea,2004,0,4.465679606,KOR,410
Oil,South Korea,2005,0,4.468539593,KOR,410
Oil,South Korea,2006,0,4.467016222,KOR,410
Oil,South Korea,2007,0,4.592565172,KOR,410
Oil,South Korea,2008,0,4.398331002,KOR,410
Oil,South Korea,2009,0,4.425981476,KOR,410
Oil,South Korea,2010,0,4.477713883,KOR,410
Oil,South Korea,2011,0,4.513236926,KOR,410
Oil,South Korea,2012,0,4.640475851,KOR,410
Oil,South Korea,2013,0,4.620062169,KOR,410
Oil,South Korea,2014,0,4.604774134,KOR,410
Oil,South Korea,2015,0,4.854021438,KOR,410
Oil,South Korea,2016,0,5.22664395,KOR,410
Oil,South Korea,2017,0,5.240594723,KOR,410
Oil,South Korea,2018,0,5.190695406,KOR,410
Oil,South Korea,2019,0,5.118858595,KOR,410
Oil,South Sudan,1965,0,0,SSD,728
Oil,South Sudan,1966,0,0,SSD,728
Oil,South Sudan,1967,0,0,SSD,728
Oil,South Sudan,1968,0,0,SSD,728
Oil,South Sudan,1969,0,0,SSD,728
Oil,South Sudan,1970,0,0,SSD,728
Oil,South Sudan,1971,0,0,SSD,728
Oil,South Sudan,1972,0,0,SSD,728
Oil,South Sudan,1973,0,0,SSD,728
Oil,South Sudan,1974,0,0,SSD,728
Oil,South Sudan,1975,0,0,SSD,728
Oil,South Sudan,1976,0,0,SSD,728
Oil,South Sudan,1977,0,0,SSD,728
Oil,South Sudan,1978,0,0,SSD,728
Oil,South Sudan,1979,0,0,SSD,728
Oil,South Sudan,1980,0,0,SSD,728
Oil,South Sudan,1981,0,0,SSD,728
Oil,South Sudan,1982,0,0,SSD,728
Oil,South Sudan,1983,0,0,SSD,728
Oil,South Sudan,1984,0,0,SSD,728
Oil,South Sudan,1985,0,0,SSD,728
Oil,South Sudan,1986,0,0,SSD,728
Oil,South Sudan,1987,0,0,SSD,728
Oil,South Sudan,1988,0,0,SSD,728
Oil,South Sudan,1989,0,0,SSD,728
Oil,South Sudan,1990,0,0,SSD,728
Oil,South Sudan,1991,0,0,SSD,728
Oil,South Sudan,1992,0,0,SSD,728
Oil,South Sudan,1993,0,0,SSD,728
Oil,South Sudan,1994,0,0,SSD,728
Oil,South Sudan,1995,0,0,SSD,728
Oil,South Sudan,1996,0,0,SSD,728
Oil,South Sudan,1997,0,0,SSD,728
Oil,South Sudan,1998,0,0,SSD,728
Oil,South Sudan,1999,0,0,SSD,728
Oil,South Sudan,2000,0,0,SSD,728
Oil,South Sudan,2001,0,0,SSD,728
Oil,South Sudan,2002,0,0,SSD,728
