Commodity,Country,Year,Production,Consumption,ISO3166_alpha3,ISO3166_numeric
Coal,Algeria,1965,,0.00293076,DZA,12
Coal,Algeria,1966,,0.002847024,DZA,12
Coal,Algeria,1967,,0.002177136,DZA,12
Coal,Algeria,1968,,0.00230274,DZA,12
Coal,Algeria,1969,,0.00293076,DZA,12
Coal,Algeria,1970,,0.003475044,DZA,12
Coal,Algeria,1971,,0.000962964,DZA,12
Coal,Algeria,1972,,0.00083736,DZA,12
Coal,Algeria,1973,,0.000962964,DZA,12
Coal,Algeria,1974,,0.000795492,DZA,12
Coal,Algeria,1975,,0.001004832,DZA,12
Coal,Algeria,1976,,0.001967796,DZA,12
Coal,Algeria,1977,,0.002553948,DZA,12
Coal,Algeria,1978,,0.001297908,DZA,12
Coal,Algeria,1979,,0.003014496,DZA,12
Coal,Algeria,1980,,0.002679552,DZA,12
Coal,Algeria,1981,,0.00188406,DZA,12
Coal,Algeria,1982,,0.03495978,DZA,12
Coal,Algeria,1983,,0.03119166,DZA,12
Coal,Algeria,1984,,0.034582968,DZA,12
Coal,Algeria,1985,,0.036090216,DZA,12
Coal,Algeria,1986,,0.03705318,DZA,12
Coal,Algeria,1987,,0.044296344,DZA,12
Coal,Algeria,1988,,0.04165866,DZA,12
Coal,Algeria,1989,,0.035210988,DZA,12
Coal,Algeria,1990,,0.027591012,DZA,12
Coal,Algeria,1991,,0.02847024,DZA,12
Coal,Algeria,1992,,0.033829344,DZA,12
Coal,Algeria,1993,,0.027549144,DZA,12
Coal,Algeria,1994,,0.02595816,DZA,12
Coal,Algeria,1995,,0.02595816,DZA,12
Coal,Algeria,1996,,0.012225456,DZA,12
Coal,Algeria,1997,,0.021436416,DZA,12
Coal,Algeria,1998,,0.022943664,DZA,12
Coal,Algeria,1999,,0.024576516,DZA,12
Coal,Algeria,2000,,0.02030598,DZA,12
Coal,Algeria,2001,,0.02344608,DZA,12
Coal,Algeria,2002,,0.03077298,DZA,12
Coal,Algeria,2003,,0.025372008,DZA,12
Coal,Algeria,2004,,0.030270564,DZA,12
Coal,Algeria,2005,,0.024869592,DZA,12
Coal,Algeria,2006,,0.036927576,DZA,12
Coal,Algeria,2007,,0.031694076,DZA,12
Coal,Algeria,2008,,0.031694076,DZA,12
Coal,Algeria,2009,,0.020347848,DZA,12
Coal,Algeria,2010,,0.01297908,DZA,12
Coal,Algeria,2011,,0.0115137,DZA,12
Coal,Algeria,2012,,0.012225456,DZA,12
Coal,Algeria,2013,,0.006615144,DZA,12
Coal,Algeria,2014,,0.007494372,DZA,12
Coal,Algeria,2015,,0.005568444,DZA,12
Coal,Algeria,2016,,0.002051532,DZA,12
Coal,Algeria,2017,,0.007619976,DZA,12
Coal,Algeria,2018,,0.020934,DZA,12
Coal,Algeria,2019,,0.020934,DZA,12
Coal,Angola,1965,,,AGO,24
Coal,Angola,1966,,,AGO,24
Coal,Angola,1967,,,AGO,24
Coal,Angola,1968,,,AGO,24
Coal,Angola,1969,,,AGO,24
Coal,Angola,1970,,,AGO,24
Coal,Angola,1971,,,AGO,24
Coal,Angola,1972,,,AGO,24
Coal,Angola,1973,,,AGO,24
Coal,Angola,1974,,,AGO,24
Coal,Angola,1975,,,AGO,24
Coal,Angola,1976,,,AGO,24
Coal,Angola,1977,,,AGO,24
Coal,Angola,1978,,,AGO,24
Coal,Angola,1979,,,AGO,24
Coal,Angola,1980,,,AGO,24
Coal,Angola,1981,,,AGO,24
Coal,Angola,1982,,,AGO,24
Coal,Angola,1983,,,AGO,24
Coal,Angola,1984,,,AGO,24
Coal,Angola,1985,,,AGO,24
Coal,Angola,1986,,,AGO,24
Coal,Angola,1987,,,AGO,24
Coal,Angola,1988,,,AGO,24
Coal,Angola,1989,,,AGO,24
Coal,Angola,1990,,,AGO,24
Coal,Angola,1991,,,AGO,24
Coal,Angola,1992,,,AGO,24
Coal,Angola,1993,,,AGO,24
Coal,Angola,1994,,,AGO,24
Coal,Angola,1995,,,AGO,24
Coal,Angola,1996,,,AGO,24
Coal,Angola,1997,,,AGO,24
Coal,Angola,1998,,,AGO,24
Coal,Angola,1999,,,AGO,24
Coal,Angola,2000,,,AGO,24
Coal,Angola,2001,,,AGO,24
Coal,Angola,2002,,,AGO,24
Coal,Angola,2003,,,AGO,24
Coal,Angola,2004,,,AGO,24
Coal,Angola,2005,,,AGO,24
Coal,Angola,2006,,,AGO,24
Coal,Angola,2007,,,AGO,24
Coal,Angola,2008,,,AGO,24
Coal,Angola,2009,,,AGO,24
Coal,Angola,2010,,,AGO,24
Coal,Angola,2011,,,AGO,24
Coal,Angola,2012,,,AGO,24
Coal,Angola,2013,,,AGO,24
Coal,Angola,2014,,,AGO,24
Coal,Angola,2015,,,AGO,24
Coal,Angola,2016,,,AGO,24
Coal,Angola,2017,,,AGO,24
Coal,Angola,2018,,,AGO,24
Coal,Angola,2019,,,AGO,24
Coal,Argentina,1965,,0.030438177,ARG,32
Coal,Argentina,1966,,0.025098546,ARG,32
Coal,Argentina,1967,,0.028225429,ARG,32
Coal,Argentina,1968,,0.027428527,ARG,32
Coal,Argentina,1969,,0.032839812,ARG,32
Coal,Argentina,1970,,0.042201354,ARG,32
Coal,Argentina,1971,,0.036999151,ARG,32
Coal,Argentina,1972,,0.031144662,ARG,32
Coal,Argentina,1973,,0.034187479,ARG,32
Coal,Argentina,1974,,0.042573319,ARG,32
Coal,Argentina,1975,,0.041439385,ARG,32
Coal,Argentina,1976,,0.041913307,ARG,32
Coal,Argentina,1977,,0.039630611,ARG,32
Coal,Argentina,1978,,0.048309103,ARG,32
Coal,Argentina,1979,,0.045006026,ARG,32
Coal,Argentina,1980,,0.040120523,ARG,32
Coal,Argentina,1981,,0.038017682,ARG,32
Coal,Argentina,1982,,0.038397874,ARG,32
Coal,Argentina,1983,,0.034847868,ARG,32
Coal,Argentina,1984,,0.025866805,ARG,32
Coal,Argentina,1985,,0.038158581,ARG,32
Coal,Argentina,1986,,0.043593658,ARG,32
Coal,Argentina,1987,,0.048382822,ARG,32
Coal,Argentina,1988,,0.049580459,ARG,32
Coal,Argentina,1989,,0.053649965,ARG,32
Coal,Argentina,1990,,0.044158076,ARG,32
Coal,Argentina,1991,,0.038858445,ARG,32
Coal,Argentina,1992,,0.043805389,ARG,32
Coal,Argentina,1993,,0.029051954,ARG,32
Coal,Argentina,1994,,0.025434385,ARG,32
Coal,Argentina,1995,,0.026690949,ARG,32
Coal,Argentina,1996,,0.027960538,ARG,32
Coal,Argentina,1997,,0.02205977,ARG,32
Coal,Argentina,1998,,0.029654674,ARG,32
Coal,Argentina,1999,,0.03558769,ARG,32
Coal,Argentina,2000,,0.02704553,ARG,32
Coal,Argentina,2001,,0.022164668,ARG,32
Coal,Argentina,2002,,0.016510667,ARG,32
Coal,Argentina,2003,,0.020137913,ARG,32
Coal,Argentina,2004,,0.03427135,ARG,32
Coal,Argentina,2005,,0.039461922,ARG,32
Coal,Argentina,2006,,0.035725754,ARG,32
Coal,Argentina,2007,,0.0516973,ARG,32
Coal,Argentina,2008,,0.063057847,ARG,32
Coal,Argentina,2009,,0.034635377,ARG,32
Coal,Argentina,2010,,0.048499488,ARG,32
Coal,Argentina,2011,,0.052627123,ARG,32
Coal,Argentina,2012,,0.04920905,ARG,32
Coal,Argentina,2013,,0.05378149,ARG,32
Coal,Argentina,2014,,0.05721018,ARG,32
Coal,Argentina,2015,,0.056930865,ARG,32
Coal,Argentina,2016,,0.043879109,ARG,32
Coal,Argentina,2017,,0.045091037,ARG,32
Coal,Argentina,2018,,0.049352932,ARG,32
Coal,Argentina,2019,,0.022851728,ARG,32
Coal,Australia,1965,,0.7273,AUS,36
Coal,Australia,1966,,0.7538,AUS,36
Coal,Australia,1967,,0.7749,AUS,36
Coal,Australia,1968,,0.7981,AUS,36
Coal,Australia,1969,,0.8254,AUS,36
Coal,Australia,1970,,0.8341,AUS,36
Coal,Australia,1971,,0.83725,AUS,36
Coal,Australia,1972,,0.87455,AUS,36
Coal,Australia,1973,,0.91075,AUS,36
Coal,Australia,1974,,0.95065,AUS,36
Coal,Australia,1975,,0.98115,AUS,36
Coal,Australia,1976,,1.01445,AUS,36
Coal,Australia,1977,,1.05905,AUS,36
Coal,Australia,1978,,1.0867,AUS,36
Coal,Australia,1979,,1.13595,AUS,36
Coal,Australia,1980,,1.16915,AUS,36
Coal,Australia,1981,2.838856324,1.1993,AUS,36
Coal,Australia,1982,2.897835495,1.21205,AUS,36
Coal,Australia,1983,3.019466588,1.2116,AUS,36
Coal,Australia,1984,3.171302359,1.28125,AUS,36
Coal,Australia,1985,3.867644413,1.3253,AUS,36
Coal,Australia,1986,4.114294311,1.35895,AUS,36
Coal,Australia,1987,4.297203165,1.4161,AUS,36
Coal,Australia,1988,4.223856645,1.48955,AUS,36
Coal,Australia,1989,4.588840801,1.56225,AUS,36
Coal,Australia,1990,4.804564366,1.59965,AUS,36
Coal,Australia,1991,4.983927391,1.63175,AUS,36
Coal,Australia,1992,5.318046916,1.64145,AUS,36
Coal,Australia,1993,5.342760234,1.652,AUS,36
Coal,Australia,1994,5.460877267,1.68575,AUS,36
Coal,Australia,1995,5.730544761,1.743,AUS,36
Coal,Australia,1996,5.906456124,1.81425,AUS,36
Coal,Australia,1997,6.440811441,1.90605,AUS,36
Coal,Australia,1998,6.595566427,1.9911,AUS,36
Coal,Australia,1999,6.954904515,2.114529686,AUS,36
Coal,Australia,2000,7.188551224,2.129700933,AUS,36
Coal,Australia,2001,7.768515473,2.108202797,AUS,36
Coal,Australia,2002,8.006566792,2.155660364,AUS,36
Coal,Australia,2003,8.276571736,2.217399174,AUS,36
Coal,Australia,2004,8.599791732,2.310588353,AUS,36
Coal,Australia,2005,9.004638402,2.297264106,AUS,36
Coal,Australia,2006,9.204625684,2.359484506,AUS,36
Coal,Australia,2007,9.507078988,2.339022147,AUS,36
Coal,Australia,2008,9.794237405,2.437994799,AUS,36
Coal,Australia,2009,10.16220199,2.357241931,AUS,36
Coal,Australia,2010,10.49324208,2.186380861,AUS,36
Coal,Australia,2011,10.26292812,2.131171381,AUS,36
Coal,Australia,2012,11.13087309,1.995832977,AUS,36
Coal,Australia,2013,11.96547578,1.894232977,AUS,36
Coal,Australia,2014,12.81401855,1.878550195,AUS,36
Coal,Australia,2015,12.80052942,1.945262489,AUS,36
Coal,Australia,2016,12.82700071,1.943987255,AUS,36
Coal,Australia,2017,12.50392821,1.877342818,AUS,36
Coal,Australia,2018,13.06072023,1.844549393,AUS,36
Coal,Australia,2019,13.14794325,1.783109994,AUS,36
Coal,Austria,1965,,0.212813639,AUT,40
Coal,Austria,1966,,0.203283347,AUT,40
Coal,Austria,1967,,0.192423247,AUT,40
Coal,Austria,1968,,0.189985265,AUT,40
Coal,Austria,1969,,0.186971033,AUT,40
Coal,Austria,1970,,0.201075,AUT,40
Coal,Austria,1971,,0.184441,AUT,40
Coal,Austria,1972,,0.167234,AUT,40
Coal,Austria,1973,,0.166211,AUT,40
Coal,Austria,1974,,0.175402,AUT,40
Coal,Austria,1975,,0.152426,AUT,40
Coal,Austria,1976,,0.162216,AUT,40
Coal,Austria,1977,,0.136081,AUT,40
Coal,Austria,1978,,0.138248,AUT,40
Coal,Austria,1979,,0.15007,AUT,40
Coal,Austria,1980,,0.154205,AUT,40
Coal,Austria,1981,,0.15786,AUT,40
Coal,Austria,1982,,0.15014,AUT,40
Coal,Austria,1983,,0.160761,AUT,40
Coal,Austria,1984,,0.183191,AUT,40
Coal,Austria,1985,,0.182934,AUT,40
Coal,Austria,1986,,0.163089,AUT,40
Coal,Austria,1987,,0.161782,AUT,40
Coal,Austria,1988,,0.154922,AUT,40
Coal,Austria,1989,,0.155621,AUT,40
Coal,Austria,1990,,0.171506,AUT,40
Coal,Austria,1991,,0.1799,AUT,40
Coal,Austria,1992,,0.139975288,AUT,40
Coal,Austria,1993,,0.125851501,AUT,40
Coal,Austria,1994,,0.127636,AUT,40
Coal,Austria,1995,,0.14521911,AUT,40
Coal,Austria,1996,,0.14583669,AUT,40
Coal,Austria,1997,,0.154686709,AUT,40
Coal,Austria,1998,,0.136188,AUT,40
Coal,Austria,1999,,0.135251699,AUT,40
Coal,Austria,2000,,0.152924419,AUT,40
Coal,Austria,2001,,0.157972081,AUT,40
Coal,Austria,2002,,0.160486962,AUT,40
Coal,Austria,2003,,0.1711717,AUT,40
Coal,Austria,2004,,0.167674703,AUT,40
Coal,Austria,2005,,0.167176972,AUT,40
Coal,Austria,2006,,0.167032694,AUT,40
Coal,Austria,2007,,0.161494536,AUT,40
Coal,Austria,2008,,0.159539072,AUT,40
Coal,Austria,2009,,0.120206823,AUT,40
Coal,Austria,2010,,0.141338446,AUT,40
Coal,Austria,2011,,0.145150691,AUT,40
Coal,Austria,2012,,0.134837464,AUT,40
Coal,Austria,2013,,0.137146727,AUT,40
Coal,Austria,2014,,0.125624028,AUT,40
Coal,Austria,2015,,0.135768935,AUT,40
Coal,Austria,2016,,0.125926544,AUT,40
Coal,Austria,2017,,0.13050723,AUT,40
Coal,Austria,2018,,0.119585076,AUT,40
Coal,Austria,2019,,0.125841471,AUT,40
Coal,Azerbaijan,1965,,,AZE,31
Coal,Azerbaijan,1966,,,AZE,31
Coal,Azerbaijan,1967,,,AZE,31
Coal,Azerbaijan,1968,,,AZE,31
Coal,Azerbaijan,1969,,,AZE,31
Coal,Azerbaijan,1970,,,AZE,31
Coal,Azerbaijan,1971,,,AZE,31
Coal,Azerbaijan,1972,,,AZE,31
Coal,Azerbaijan,1973,,,AZE,31
Coal,Azerbaijan,1974,,,AZE,31
Coal,Azerbaijan,1975,,,AZE,31
Coal,Azerbaijan,1976,,,AZE,31
Coal,Azerbaijan,1977,,,AZE,31
Coal,Azerbaijan,1978,,,AZE,31
Coal,Azerbaijan,1979,,,AZE,31
Coal,Azerbaijan,1980,,,AZE,31
Coal,Azerbaijan,1981,,,AZE,31
Coal,Azerbaijan,1982,,,AZE,31
Coal,Azerbaijan,1983,,,AZE,31
Coal,Azerbaijan,1984,,,AZE,31
Coal,Azerbaijan,1985,,0.003851856,AZE,31
Coal,Azerbaijan,1986,,0.003851856,AZE,31
Coal,Azerbaijan,1987,,0.003851856,AZE,31
Coal,Azerbaijan,1988,,0.003851856,AZE,31
Coal,Azerbaijan,1989,,0.003851856,AZE,31
Coal,Azerbaijan,1990,,0.003726252,AZE,31
Coal,Azerbaijan,1991,,0.002805156,AZE,31
Coal,Azerbaijan,1992,,0.000502416,AZE,31
Coal,Azerbaijan,1993,,0.000125604,AZE,31
Coal,Azerbaijan,1994,,0.000167472,AZE,31
Coal,Azerbaijan,1995,,0.000125604,AZE,31
Coal,Azerbaijan,1996,,0.000125604,AZE,31
Coal,Azerbaijan,1997,,0.000125604,AZE,31
Coal,Azerbaijan,1998,,0,AZE,31
Coal,Azerbaijan,1999,,0,AZE,31
Coal,Azerbaijan,2000,,0,AZE,31
Coal,Azerbaijan,2001,,0.000125604,AZE,31
Coal,Azerbaijan,2002,,0.000083736,AZE,31
Coal,Azerbaijan,2003,,0.000125604,AZE,31
Coal,Azerbaijan,2004,,3.85E-05,AZE,31
Coal,Azerbaijan,2005,,0.000134815,AZE,31
Coal,Azerbaijan,2006,,0.000134815,AZE,31
Coal,Azerbaijan,2007,,0.0002064,AZE,31
Coal,Azerbaijan,2008,,0.0001548,AZE,31
Coal,Azerbaijan,2009,,0.0001548,AZE,31
Coal,Azerbaijan,2010,,0.0002322,AZE,31
Coal,Azerbaijan,2011,,0.0002064,AZE,31
Coal,Azerbaijan,2012,,0.0001548,AZE,31
Coal,Azerbaijan,2013,,0.000129,AZE,31
Coal,Azerbaijan,2014,,7.74E-05,AZE,31
Coal,Azerbaijan,2015,,0.000129,AZE,31
Coal,Azerbaijan,2016,,5.16E-05,AZE,31
Coal,Azerbaijan,2017,,0.0000516,AZE,31
Coal,Azerbaijan,2018,,0.0000516,AZE,31
Coal,Azerbaijan,2019,,0.0000516,AZE,31
Coal,Bahrain,1965,,,BHR,48
Coal,Bahrain,1966,,,BHR,48
Coal,Bahrain,1967,,,BHR,48
Coal,Bahrain,1968,,,BHR,48
Coal,Bahrain,1969,,,BHR,48
Coal,Bahrain,1970,,,BHR,48
Coal,Bahrain,1971,,,BHR,48
Coal,Bahrain,1972,,,BHR,48
Coal,Bahrain,1973,,,BHR,48
Coal,Bahrain,1974,,,BHR,48
Coal,Bahrain,1975,,,BHR,48
Coal,Bahrain,1976,,,BHR,48
Coal,Bahrain,1977,,,BHR,48
Coal,Bahrain,1978,,,BHR,48
Coal,Bahrain,1979,,,BHR,48
Coal,Bahrain,1980,,,BHR,48
Coal,Bahrain,1981,,,BHR,48
Coal,Bahrain,1982,,,BHR,48
Coal,Bahrain,1983,,,BHR,48
Coal,Bahrain,1984,,,BHR,48
Coal,Bahrain,1985,,,BHR,48
Coal,Bahrain,1986,,,BHR,48
Coal,Bahrain,1987,,,BHR,48
Coal,Bahrain,1988,,,BHR,48
Coal,Bahrain,1989,,,BHR,48
Coal,Bahrain,1990,,,BHR,48
Coal,Bahrain,1991,,,BHR,48
Coal,Bahrain,1992,,,BHR,48
Coal,Bahrain,1993,,,BHR,48
Coal,Bahrain,1994,,,BHR,48
Coal,Bahrain,1995,,,BHR,48
Coal,Bahrain,1996,,,BHR,48
Coal,Bahrain,1997,,,BHR,48
Coal,Bahrain,1998,,,BHR,48
Coal,Bahrain,1999,,,BHR,48
Coal,Bahrain,2000,,,BHR,48
Coal,Bahrain,2001,,,BHR,48
Coal,Bahrain,2002,,,BHR,48
Coal,Bahrain,2003,,,BHR,48
Coal,Bahrain,2004,,,BHR,48
Coal,Bahrain,2005,,,BHR,48
Coal,Bahrain,2006,,,BHR,48
Coal,Bahrain,2007,,,BHR,48
Coal,Bahrain,2008,,,BHR,48
Coal,Bahrain,2009,,,BHR,48
Coal,Bahrain,2010,,,BHR,48
Coal,Bahrain,2011,,,BHR,48
Coal,Bahrain,2012,,,BHR,48
Coal,Bahrain,2013,,,BHR,48
Coal,Bahrain,2014,,,BHR,48
Coal,Bahrain,2015,,,BHR,48
Coal,Bahrain,2016,,,BHR,48
Coal,Bahrain,2017,,,BHR,48
Coal,Bahrain,2018,,,BHR,48
Coal,Bahrain,2019,,,BHR,48
Coal,Bangladesh,1971,,0,BGD,50
Coal,Bangladesh,1972,,0.003913151,BGD,50
Coal,Bangladesh,1973,,0.005085036,BGD,50
Coal,Bangladesh,1974,,0.004520027,BGD,50
Coal,Bangladesh,1975,,0.00523149,BGD,50
Coal,Bangladesh,1976,,0.00516873,BGD,50
Coal,Bangladesh,1977,,0.00539892,BGD,50
Coal,Bangladesh,1978,,0.00523149,BGD,50
Coal,Bangladesh,1979,,0.003892259,BGD,50
Coal,Bangladesh,1980,,0.005199587,BGD,50
Coal,Bangladesh,1981,,0.005345204,BGD,50
Coal,Bangladesh,1982,,0.006475221,BGD,50
Coal,Bangladesh,1983,,0.003664748,BGD,50
Coal,Bangladesh,1984,,0.001466594,BGD,50
Coal,Bangladesh,1985,,0.002050737,BGD,50
Coal,Bangladesh,1986,,0.00309706,BGD,50
Coal,Bangladesh,1987,,0.004875738,BGD,50
Coal,Bangladesh,1988,,0.005022234,BGD,50
Coal,Bangladesh,1989,,0.00523149,BGD,50
Coal,Bangladesh,1990,,0.01178132,BGD,50
Coal,Bangladesh,1991,,0.003766696,BGD,50
Coal,Bangladesh,1992,,0.003536506,BGD,50
Coal,Bangladesh,1993,,0.00131834,BGD,50
Coal,Bangladesh,1994,,0.001234645,BGD,50
Coal,Bangladesh,1995,,0.013434478,BGD,50
Coal,Bangladesh,1996,,0.007365963,BGD,50
Coal,Bangladesh,1997,,0.013518214,BGD,50
Coal,Bangladesh,1998,,0.003892217,BGD,50
Coal,Bangladesh,1999,,0.001925174,BGD,50
Coal,Bangladesh,2000,,0.013811165,BGD,50
Coal,Bangladesh,2001,,0.01464819,BGD,50
Coal,Bangladesh,2002,,0.015296892,BGD,50
Coal,Bangladesh,2003,,0.014627256,BGD,50
Coal,Bangladesh,2004,,0.01464819,BGD,50
Coal,Bangladesh,2005,,0.030052781,BGD,50
Coal,Bangladesh,2006,,0.045661935,BGD,50
Coal,Bangladesh,2007,,0.03726503,BGD,50
Coal,Bangladesh,2008,,0.039225835,BGD,50
Coal,Bangladesh,2009,,0.049013388,BGD,50
Coal,Bangladesh,2010,,0.031232758,BGD,50
Coal,Bangladesh,2011,,0.046495953,BGD,50
Coal,Bangladesh,2012,,0.03836561,BGD,50
Coal,Bangladesh,2013,,0.053114665,BGD,50
Coal,Bangladesh,2014,,0.033526058,BGD,50
Coal,Bangladesh,2015,,0.111684033,BGD,50
Coal,Bangladesh,2016,,0.08261916,BGD,50
Coal,Bangladesh,2017,,0.089544245,BGD,50
Coal,Bangladesh,2018,,0.102338447,BGD,50
Coal,Bangladesh,2019,,0.14433032,BGD,50
Coal,Belarus,1965,,,BLR,112
Coal,Belarus,1966,,,BLR,112
Coal,Belarus,1967,,,BLR,112
Coal,Belarus,1968,,,BLR,112
Coal,Belarus,1969,,,BLR,112
Coal,Belarus,1970,,,BLR,112
Coal,Belarus,1971,,,BLR,112
Coal,Belarus,1972,,,BLR,112
Coal,Belarus,1973,,,BLR,112
Coal,Belarus,1974,,,BLR,112
Coal,Belarus,1975,,,BLR,112
Coal,Belarus,1976,,,BLR,112
Coal,Belarus,1977,,,BLR,112
Coal,Belarus,1978,,,BLR,112
Coal,Belarus,1979,,,BLR,112
Coal,Belarus,1980,,,BLR,112
Coal,Belarus,1981,,,BLR,112
Coal,Belarus,1982,,,BLR,112
Coal,Belarus,1983,,,BLR,112
Coal,Belarus,1984,,,BLR,112
Coal,Belarus,1985,,0.090404568,BLR,112
Coal,Belarus,1986,,0.098898789,BLR,112
Coal,Belarus,1987,,0.096157943,BLR,112
Coal,Belarus,1988,,0.103018846,BLR,112
Coal,Belarus,1989,,0.101132169,BLR,112
Coal,Belarus,1990,,0.08895673,BLR,112
Coal,Belarus,1991,,0.084503357,BLR,112
Coal,Belarus,1992,,0.070380694,BLR,112
Coal,Belarus,1993,,0.060444204,BLR,112
Coal,Belarus,1994,,0.042349524,BLR,112
Coal,Belarus,1995,,0.039851679,BLR,112
Coal,Belarus,1996,,0.048364448,BLR,112
Coal,Belarus,1997,,0.050965665,BLR,112
Coal,Belarus,1998,,0.045229722,BLR,112
Coal,Belarus,1999,,0.041963241,BLR,112
Coal,Belarus,2000,,0.041658212,BLR,112
Coal,Belarus,2001,,0.029910686,BLR,112
Coal,Belarus,2002,,0.028214813,BLR,112
Coal,Belarus,2003,,0.026556378,BLR,112
Coal,Belarus,2004,,0.026013377,BLR,112
Coal,Belarus,2005,,0.028727474,BLR,112
Coal,Belarus,2006,,0.025720884,BLR,112
Coal,Belarus,2007,,0.029088807,BLR,112
Coal,Belarus,2008,,0.027117554,BLR,112
Coal,Belarus,2009,,0.025836398,BLR,112
Coal,Belarus,2010,,0.027026456,BLR,112
Coal,Belarus,2011,,0.032467014,BLR,112
Coal,Belarus,2012,,0.033117672,BLR,112
Coal,Belarus,2013,,0.035151448,BLR,112
Coal,Belarus,2014,,0.034871238,BLR,112
Coal,Belarus,2015,,0.031009785,BLR,112
Coal,Belarus,2016,,0.034070671,BLR,112
Coal,Belarus,2017,,0.035239107,BLR,112
Coal,Belarus,2018,,0.037020188,BLR,112
Coal,Belarus,2019,,0.039486012,BLR,112
Coal,Belgium,1965,,0.802573757,BEL,56
Coal,Belgium,1966,,0.732135579,BEL,56
Coal,Belgium,1967,,0.718550102,BEL,56
Coal,Belgium,1968,,0.741831042,BEL,56
Coal,Belgium,1969,,0.722485265,BEL,56
Coal,Belgium,1970,,0.680884174,BEL,56
Coal,Belgium,1971,,0.563821029,BEL,56
Coal,Belgium,1972,,0.538500391,BEL,56
Coal,Belgium,1973,,0.451900144,BEL,56
Coal,Belgium,1974,,0.483362784,BEL,56
Coal,Belgium,1975,,0.361004283,BEL,56
Coal,Belgium,1976,,0.37621358,BEL,56
Coal,Belgium,1977,,0.381582973,BEL,56
Coal,Belgium,1978,,0.390758608,BEL,56
Coal,Belgium,1979,,0.435367144,BEL,56
Coal,Belgium,1980,,0.438892223,BEL,56
Coal,Belgium,1981,,0.454653232,BEL,56
Coal,Belgium,1982,,0.455365838,BEL,56
Coal,Belgium,1983,,0.388584454,BEL,56
Coal,Belgium,1984,,0.450642735,BEL,56
Coal,Belgium,1985,,0.44937608,BEL,56
Coal,Belgium,1986,,0.38343406,BEL,56
Coal,Belgium,1987,,0.381575318,BEL,56
Coal,Belgium,1988,,0.385590592,BEL,56
Coal,Belgium,1989,,0.405124283,BEL,56
Coal,Belgium,1990,,0.445074215,BEL,56
Coal,Belgium,1991,,0.42573974,BEL,56
Coal,Belgium,1992,,0.381024884,BEL,56
Coal,Belgium,1993,,0.360931049,BEL,56
Coal,Belgium,1994,,0.387956424,BEL,56
Coal,Belgium,1995,,0.370545826,BEL,56
Coal,Belgium,1996,,0.354627654,BEL,56
Coal,Belgium,1997,,0.331064092,BEL,56
Coal,Belgium,1998,,0.329316522,BEL,56
Coal,Belgium,1999,,0.288546092,BEL,56
Coal,Belgium,2000,,0.319261126,BEL,56
Coal,Belgium,2001,,0.304107967,BEL,56
Coal,Belgium,2002,,0.260699099,BEL,56
Coal,Belgium,2003,,0.252176742,BEL,56
Coal,Belgium,2004,,0.234555547,BEL,56
Coal,Belgium,2005,,0.215516702,BEL,56
Coal,Belgium,2006,,0.212676293,BEL,56
Coal,Belgium,2007,,0.194352219,BEL,56
Coal,Belgium,2008,,0.191937817,BEL,56
Coal,Belgium,2009,,0.123642442,BEL,56
Coal,Belgium,2010,,0.156961792,BEL,56
Coal,Belgium,2011,,0.147776246,BEL,56
Coal,Belgium,2012,,0.139185519,BEL,56
Coal,Belgium,2013,,0.147422964,BEL,56
Coal,Belgium,2014,,0.140658016,BEL,56
Coal,Belgium,2015,,0.141408668,BEL,56
Coal,Belgium,2016,,0.134050492,BEL,56
Coal,Belgium,2017,,0.131286534,BEL,56
Coal,Belgium,2018,,0.130189467,BEL,56
Coal,Belgium,2019,,0.127520406,BEL,56
Coal,Bolivia,1970,,,BOL,68
Coal,Bolivia,1971,,,BOL,68
Coal,Bolivia,1972,,,BOL,68
Coal,Bolivia,1973,,,BOL,68
Coal,Bolivia,1974,,,BOL,68
Coal,Bolivia,1975,,,BOL,68
Coal,Bolivia,1976,,,BOL,68
Coal,Bolivia,1977,,,BOL,68
Coal,Bolivia,1978,,,BOL,68
Coal,Bolivia,1979,,,BOL,68
Coal,Bolivia,1980,,,BOL,68
Coal,Bolivia,1981,,,BOL,68
Coal,Bolivia,1982,,,BOL,68
Coal,Bolivia,1983,,,BOL,68
Coal,Bolivia,1984,,,BOL,68
Coal,Bolivia,1985,,,BOL,68
Coal,Bolivia,1986,,,BOL,68
Coal,Bolivia,1987,,,BOL,68
Coal,Bolivia,1988,,,BOL,68
Coal,Bolivia,1989,,,BOL,68
Coal,Bolivia,1990,,,BOL,68
Coal,Bolivia,1991,,,BOL,68
Coal,Bolivia,1992,,,BOL,68
Coal,Bolivia,1993,,,BOL,68
Coal,Bolivia,1994,,,BOL,68
Coal,Bolivia,1995,,,BOL,68
Coal,Bolivia,1996,,,BOL,68
Coal,Bolivia,1997,,,BOL,68
Coal,Bolivia,1998,,,BOL,68
Coal,Bolivia,1999,,,BOL,68
Coal,Bolivia,2000,,,BOL,68
Coal,Bolivia,2001,,,BOL,68
Coal,Bolivia,2002,,,BOL,68
Coal,Bolivia,2003,,,BOL,68
Coal,Bolivia,2004,,,BOL,68
Coal,Bolivia,2005,,,BOL,68
Coal,Bolivia,2006,,,BOL,68
Coal,Bolivia,2007,,,BOL,68
Coal,Bolivia,2008,,,BOL,68
